Name,ID,Year,Matches,Innings,Not Out,100s,50s,0s,High Score,Runs,Average,StrikeRate,Catch Out,Stumped,High Score Out
Aamer Hanif,2602,1993,1,1,1,0,0,0,17,17,0.0,70.83,0,0,No
Aamer Hanif,2602,1995,4,3,1,0,0,0,36,72,36.0,69.23,0,0,No
Aamer Malik,1068,1988,4,4,0,0,0,0,12,31,7.75,32.63,0,1,Yes
Aamer Malik,1068,1989,17,16,1,0,5,1,90,468,31.2,60.54,12,2,Yes
Aamer Malik,1068,1990,2,2,0,0,0,0,23,37,18.5,42.53,1,0,Yes
Aamer Malik,1068,1994,1,1,0,0,0,0,20,20,20.0,58.82,0,0,Yes
Aamer Yamin,4480,2015,3,2,1,0,1,0,62,63,63.0,91.3,0,0,Yes
Aamer Yamin,4480,2018,1,1,1,0,0,0,32,32,0.0,118.52,0,0,No
Aamir Kaleem,4465,2019,2,1,0,0,0,0,13,13,13.0,81.25,2,0,Yes
Aamir Nazir,1259,1995,3,2,1,0,0,0,9,12,12.0,63.16,0,0,No
Aamir Sohail,1653,1990,1,1,0,0,0,0,32,32,32.0,49.23,0,0,Yes
Aamir Sohail,1653,1991,4,4,0,0,1,0,91,106,26.5,58.24,2,0,Yes
Aamir Sohail,1653,1992,22,22,0,1,3,1,114,598,27.18,63.75,5,0,Yes
Aamir Sohail,1653,1993,13,13,0,0,3,0,87,409,31.46,54.03,3,0,Yes
Aamir Sohail,1653,1994,28,28,1,2,6,1,134,1053,39.0,72.57,8,0,Yes
Aamir Sohail,1653,1996,30,30,1,2,7,2,111,1090,37.59,65.5,13,0,Yes
Aamir Sohail,1653,1997,15,15,1,0,4,3,71,313,22.36,60.08,7,0,No
Aamir Sohail,1653,1998,19,19,2,0,3,1,97,566,33.29,65.36,6,0,No
Aamir Sohail,1653,1999,4,4,0,0,0,0,21,53,13.25,43.8,1,0,Yes
Aamir Sohail,1653,2000,3,3,0,0,0,0,47,76,25.33,67.26,0,0,Yes
Aarif Sheikh,4808,2018,3,3,0,0,0,1,16,19,6.33,31.67,1,0,Yes
Aarif Sheikh,4808,2019,3,3,1,0,0,0,29,75,37.5,64.66,2,0,Yes
Aarif Sheikh,4808,2020,4,3,0,0,0,0,28,36,12.0,50.7,0,0,Yes
"Aaron, V R",3916,2011,4,1,1,0,0,0,6,6,0.0,54.55,0,0,No
"Aaron, V R",3916,2014,5,2,1,0,0,1,2,2,2.0,50.0,1,0,No
"Ababu, J",2603,1999,2,1,0,0,0,0,11,11,11.0,61.11,1,0,Yes
"Ababu, J",2603,2001,1,1,0,0,0,0,17,17,17.0,58.62,0,0,Yes
"Ababu, J",2603,2006,6,3,2,0,0,0,1,1,1.0,6.25,0,0,Yes
"Abbott, K J",4002,2013,2,1,0,0,0,0,5,5,5.0,125.0,2,0,Yes
"Abbott, K J",4002,2014,7,2,0,0,0,0,23,29,14.5,74.36,0,0,Yes
"Abbott, K J",4002,2015,11,5,2,0,0,0,12,26,8.67,52.0,2,0,Yes
"Abbott, K J",4002,2016,8,5,2,0,0,1,7,16,5.33,48.48,3,0,No
"Abbott, S A",4331,2014,1,1,0,0,0,0,3,3,3.0,42.86,0,0,Yes
Abdul Jabbar,3503,2007,2,2,0,0,0,0,44,59,29.5,71.95,1,0,Yes
Abdul Qadir,1408,1983,6,5,3,0,0,1,41,62,31.0,59.05,1,0,No
Abdul Qadir,1408,1984,11,11,2,0,0,1,23,70,7.78,57.85,4,0,Yes
Abdul Qadir,1408,1985,11,4,3,0,0,0,37,62,62.0,106.9,0,0,Yes
Abdul Qadir,1408,1986,15,9,1,0,0,1,34,127,15.88,78.88,6,0,Yes
Abdul Qadir,1408,1987,19,11,5,0,0,1,39,146,24.33,102.1,3,0,Yes
Abdul Qadir,1408,1988,13,9,4,0,0,0,10,34,6.8,57.63,3,0,Yes
Abdul Qadir,1408,1989,24,15,7,0,0,2,41,130,16.25,71.43,4,0,Yes
Abdul Qadir,1408,1990,3,3,0,0,0,0,1,3,1.0,23.08,0,0,Yes
Abdul Qadir,1408,1993,2,1,1,0,0,0,7,7,0.0,100.0,0,0,No
Abdul Razzaq,2191,1998,9,8,1,0,0,2,46,93,13.29,61.59,1,0,No
Abdul Razzaq,2191,1999,18,16,4,0,4,1,60,367,30.58,55.11,2,0,Yes
Abdul Razzaq,2191,2000,38,32,8,0,3,3,75,661,27.54,79.16,4,0,No
Abdul Razzaq,2191,2001,20,17,1,0,2,0,75,384,24.0,56.47,3,0,Yes
Abdul Razzaq,2191,2002,30,26,7,1,3,3,112,675,35.53,87.44,5,0,Yes
Abdul Razzaq,2191,2003,30,26,8,0,2,1,76,600,33.33,103.63,6,0,No
Abdul Razzaq,2191,2004,26,24,9,1,3,0,107,640,42.67,102.07,5,0,No
Abdul Razzaq,2191,2005,26,23,3,0,3,3,88,520,26.0,88.74,3,0,Yes
Abdul Razzaq,2191,2006,23,19,7,0,2,0,75,455,37.92,77.65,0,0,No
Abdul Razzaq,2191,2007,7,5,0,0,0,0,27,62,12.4,65.26,2,0,Yes
Abdul Razzaq,2191,2009,6,6,0,0,0,1,35,125,20.83,76.69,2,0,Yes
Abdul Razzaq,2191,2010,11,11,5,1,0,0,109,331,55.17,108.52,0,0,No
Abdul Razzaq,2191,2011,17,13,3,0,1,0,62,159,15.9,79.5,2,0,Yes
Abdul Rehman,3200,2004,1,1,0,0,0,0,1,1,1.0,7.69,0,0,Yes
Abdul Shakoor,4450,2015,2,2,0,0,0,0,24,44,22.0,55.7,2,0,Yes
Abdul Shakoor,4450,2018,1,1,0,0,0,0,10,10,10.0,43.48,2,1,Yes
Abdullah Mazari,3827,2010,2,1,0,0,0,0,3,3,3.0,18.75,1,0,Yes
Abdur Razzak,3180,2004,5,5,2,0,0,0,21,39,13.0,79.59,0,0,Yes
Abdur Razzak,3180,2006,26,12,7,0,0,0,21,86,17.2,74.78,8,0,Yes
Abdur Razzak,3180,2008,26,19,6,0,0,2,33,225,17.31,67.16,7,0,Yes
Abdur Razzak,3180,2009,8,5,2,0,0,2,11,20,6.67,68.97,3,0,No
Abdur Razzak,3180,2010,22,12,5,0,0,0,27,76,10.86,74.51,2,0,Yes
Abdur Razzak,3180,2011,18,12,3,0,0,3,35,87,9.67,77.68,2,0,Yes
Abdur Razzak,3180,2012,9,5,0,0,0,1,6,13,2.6,54.17,3,0,Yes
Abdur Razzak,3180,2013,9,6,4,0,1,0,53,95,47.5,172.73,1,0,No
Abdur Razzak,3180,2014,6,4,3,0,0,1,16,21,21.0,65.63,1,0,No
Abdur Rehman,3446,2006,3,1,0,0,0,0,7,7,7.0,41.18,1,0,Yes
Abdur Rehman,3446,2007,8,7,1,0,0,2,31,52,8.67,46.02,1,0,Yes
Abdur Rehman,3446,2010,3,3,2,0,0,1,9,10,10.0,83.33,0,0,No
Abdur Rehman,3446,2011,7,4,1,0,0,1,5,10,3.33,41.67,0,0,No
Abdur Rehman,3446,2012,4,3,1,0,0,0,12,25,12.5,78.13,3,0,No
Abdur Rehman,3446,2013,5,4,1,0,0,0,22,30,10.0,52.63,2,0,Yes
Abdur Rehman,3446,2014,1,1,0,0,0,0,8,8,8.0,100.0,0,0,Yes
Abid Ali,4992,2019,4,4,0,1,1,1,112,191,47.75,97.45,2,0,Yes
"Abrahams, S",2604,2000,1,1,1,0,0,0,16,16,0.0,61.54,1,0,No
Abu Hider,4515,2018,2,1,0,0,0,0,1,1,1.0,9.09,1,0,Yes
Abul Hasan,3965,2013,1,1,0,0,0,0,3,3,3.0,50.0,0,0,Yes
Abul Hasan,3965,2014,2,1,0,0,0,0,1,1,1.0,33.33,1,0,Yes
Abul Hasan,3965,2018,1,1,0,0,0,0,7,7,7.0,100.0,0,0,Yes
"Adair, M R",5089,2019,9,8,2,0,0,0,32,117,19.5,115.84,2,0,Yes
"Adair, M R",5089,2020,3,3,0,0,0,0,29,45,15.0,65.22,1,0,Yes
"Adams, A R",2963,2001,3,3,2,0,0,0,13,18,18.0,105.88,0,0,No
"Adams, A R",2963,2002,13,12,4,0,0,0,45,187,23.38,98.94,2,0,Yes
"Adams, A R",2963,2003,12,8,1,0,0,1,36,128,18.29,113.27,1,0,Yes
"Adams, A R",2963,2004,4,2,0,0,0,0,5,9,4.5,90.0,1,0,Yes
"Adams, A R",2963,2005,7,6,3,0,0,0,30,67,22.33,109.84,3,0,No
"Adams, A R",2963,2006,2,2,0,0,0,0,6,9,4.5,45.0,0,0,Yes
"Adams, A R",2963,2007,1,1,0,0,0,0,1,1,1.0,14.29,1,0,Yes
"Adams, C J",2198,1998,2,2,0,0,0,0,25,28,14.0,45.9,2,0,Yes
"Adams, C J",2198,2000,3,2,0,0,0,0,42,43,21.5,51.81,1,0,Yes
"Adams, P R",2044,1996,7,4,1,0,0,2,10,10,3.33,37.04,1,0,Yes
"Adams, P R",2044,1998,1,1,1,0,0,0,15,15,0.0,125.0,0,0,No
"Adams, P R",2044,2000,2,1,1,0,0,0,2,2,0.0,100.0,1,0,No
"Adams, P R",2044,2001,1,1,0,0,0,0,6,6,6.0,75.0,1,0,Yes
"Adams, P R",2044,2003,7,1,1,0,0,0,33,33,0.0,46.48,3,0,No
Adeel Raja,3040,2002,2,2,0,0,0,0,5,7,3.5,24.14,0,0,Yes
Adeel Raja,3040,2003,3,2,1,0,0,0,2,2,2.0,13.33,1,0,Yes
Adeel Raja,3040,2007,4,2,1,0,0,0,8,10,10.0,30.3,0,0,No
Adeel Raja,3040,2010,9,4,0,0,0,2,6,9,2.25,15.79,1,0,Yes
Adnan Akmal,3835,2011,3,2,1,0,0,0,27,51,51.0,78.46,2,0,Yes
Adnan Akmal,3835,2012,2,2,0,0,0,0,9,11,5.5,45.83,1,0,Yes
Adnan Mufti,4640,2017,7,5,2,0,0,0,43,89,29.67,54.27,1,0,No
Adnan Mufti,4640,2018,11,11,2,0,1,0,57,241,26.78,98.37,3,0,No
Afif Hossain,4734,2020,1,1,0,0,0,0,7,7,7.0,175.0,0,0,Yes
Afsar Zazai,4245,2014,4,4,0,0,2,0,60,139,34.75,56.28,5,1,Yes
Afsar Zazai,4245,2015,10,10,1,0,0,3,48,103,11.44,54.21,14,0,No
Afsar Zazai,4245,2017,3,2,0,0,0,0,13,22,11.0,43.14,1,1,Yes
Aftab Ahmed,3224,2004,8,8,0,0,1,1,67,143,17.88,57.66,2,0,Yes
Aftab Ahmed,3224,2005,14,14,2,0,2,1,81,299,24.92,74.01,1,0,No
Aftab Ahmed,3224,2006,27,27,4,0,8,2,66,784,34.09,98.37,8,0,Yes
Aftab Ahmed,3224,2007,23,23,0,0,2,1,92,519,22.57,81.09,13,0,Yes
Aftab Ahmed,3224,2008,8,8,0,0,1,3,61,129,16.13,79.14,3,0,Yes
Aftab Ahmed,3224,2010,5,5,0,0,0,0,46,80,16.0,72.73,2,0,Yes
Aftab Alam,3762,2010,3,1,1,0,0,0,6,6,0.0,60.0,0,0,No
Aftab Alam,3762,2014,2,1,0,0,0,0,1,1,1.0,50.0,1,0,Yes
Aftab Alam,3762,2015,7,6,3,0,0,1,14,18,6.0,69.23,0,0,Yes
Aftab Alam,3762,2018,8,4,4,0,0,0,16,36,0.0,78.26,5,0,No
Aftab Alam,3762,2019,7,5,2,0,0,2,14,19,6.33,82.61,0,0,Yes
Afzaal Haider,3190,2004,2,2,0,0,0,1,22,22,11.0,52.38,0,0,Yes
"Aga, R G",3223,2004,2,2,0,0,0,1,1,1,0.5,11.11,0,0,Yes
"Aga, R G",3223,2012,2,1,0,0,0,0,12,12,12.0,44.44,1,0,Yes
"Aga, R G",3223,2013,6,4,0,0,0,0,18,36,9.0,41.38,2,0,Yes
"Aga, R G",3223,2014,2,2,0,0,1,0,86,101,50.5,117.44,0,0,Yes
"Agar, A C",4224,2015,2,1,0,0,0,0,5,5,5.0,33.33,2,0,Yes
"Agar, A C",4224,2017,2,2,1,0,0,1,9,9,9.0,128.57,0,0,No
"Agar, A C",4224,2018,5,5,0,0,0,1,46,130,26.0,90.28,2,0,Yes
"Agar, A C",4224,2020,4,3,1,0,0,0,25,45,22.5,97.83,2,0,Yes
"Agarkar, A B",2159,1998,30,13,2,0,0,0,30,177,16.09,88.5,13,0,Yes
"Agarkar, A B",2159,1999,11,7,1,0,0,0,20,43,7.17,50.0,1,0,Yes
"Agarkar, A B",2159,2000,28,19,9,0,1,2,67,221,22.1,99.1,12,0,No
"Agarkar, A B",2159,2001,12,8,3,0,0,0,16,74,14.8,74.75,4,0,Yes
"Agarkar, A B",2159,2002,26,19,8,0,1,3,95,261,23.73,100.77,7,0,Yes
"Agarkar, A B",2159,2003,14,10,2,0,0,2,26,104,13.0,88.14,3,0,No
"Agarkar, A B",2159,2004,13,9,1,0,1,0,53,179,22.38,79.56,1,0,Yes
"Agarkar, A B",2159,2005,16,8,0,0,0,1,21,61,7.63,67.78,4,0,Yes
"Agarkar, A B",2159,2006,24,12,0,0,0,1,21,78,6.5,51.32,3,0,Yes
"Agarkar, A B",2159,2007,17,8,0,0,0,1,40,71,8.88,58.2,4,0,Yes
"Agarwal, M A",4104,2020,3,3,0,0,0,0,32,36,12.0,92.31,1,0,Yes
"Ahmed, K K",4539,2018,6,2,1,0,0,0,3,4,4.0,33.33,1,0,Yes
"Ahmed, K K",4539,2019,5,1,0,0,0,0,5,5,5.0,100.0,0,0,Yes
Ahmed Kamal,2605,1999,1,1,0,0,0,0,11,11,11.0,57.89,0,0,Yes
Ahmed Raza,4258,2014,4,4,1,0,0,1,17,31,10.33,55.36,2,0,Yes
Ahmed Raza,4258,2015,2,2,0,0,0,1,16,16,8.0,80.0,3,0,Yes
Ahmed Raza,4258,2016,2,2,1,0,0,0,2,3,3.0,25.0,1,0,Yes
Ahmed Raza,4258,2017,7,5,1,0,0,0,45,88,22.0,69.29,2,0,Yes
Ahmed Raza,4258,2018,10,9,1,0,1,2,50,94,11.75,46.31,2,0,Yes
Ahmed Raza,4258,2019,3,2,0,0,0,0,19,26,13.0,57.78,4,0,Yes
Ahmed Raza,4258,2020,3,2,0,0,0,0,19,27,13.5,67.5,3,0,Yes
Ahmed Shah,3726,2009,1,1,0,0,0,0,2,2,2.0,20.0,0,0,Yes
Ahmed Shehzad,3675,2009,4,4,0,0,0,0,43,106,26.5,52.74,0,0,Yes
Ahmed Shehzad,3675,2011,15,15,1,2,0,2,115,371,26.5,73.47,7,0,Yes
Ahmed Shehzad,3675,2013,21,21,0,2,5,1,124,809,38.52,71.91,7,0,Yes
Ahmed Shehzad,3675,2014,16,16,0,2,4,2,113,629,39.31,75.87,7,0,Yes
Ahmed Shehzad,3675,2015,17,17,0,0,4,1,95,570,33.53,75.8,5,0,Yes
Ahmed Shehzad,3675,2016,2,2,0,0,0,0,13,25,12.5,64.1,0,0,Yes
Ahmed Shehzad,3675,2017,6,6,0,0,1,1,67,95,15.83,58.28,2,0,Yes
Ahsan Malik,3869,2013,5,4,4,0,0,0,10,14,0.0,51.85,1,0,No
Aijaz Ali,3218,2004,2,2,0,0,0,0,4,5,2.5,45.45,1,0,Yes
"Airee, D S",4809,2018,3,3,0,0,0,0,40,92,30.67,71.32,2,0,Yes
"Airee, D S",4809,2019,3,3,0,0,0,1,10,16,5.33,55.17,1,0,Yes
"Airee, D S",4809,2020,4,4,1,0,0,2,36,51,17.0,69.86,1,0,Yes
"Airee, K S",5775,2020,1,1,1,0,0,0,9,9,0.0,150.0,0,0,No
Aizaz Cheema,3890,2011,7,2,1,0,0,0,6,9,9.0,45.0,2,0,Yes
Aizaz Cheema,3890,2012,7,4,2,0,0,0,9,17,8.5,68.0,0,0,No
Aizaz Khan,4275,2014,2,2,0,0,0,0,42,71,35.5,69.61,1,0,Yes
Aizaz Khan,4275,2015,2,1,1,0,0,0,37,37,0.0,119.35,0,0,No
Aizaz Khan,4275,2016,6,5,0,0,0,0,44,88,17.6,72.73,1,0,Yes
Aizaz Khan,4275,2017,4,2,1,0,0,0,13,14,14.0,93.33,1,0,No
Aizaz Khan,4275,2018,5,5,0,0,0,1,27,50,10.0,47.62,0,0,Yes
Ajmal Shahzad,3765,2010,4,1,0,0,0,0,5,5,5.0,55.56,1,0,Yes
Ajmal Shahzad,3765,2011,7,7,2,0,0,0,9,34,6.8,66.67,3,0,Yes
Akhtar Sarfraz,2606,1997,3,3,0,0,0,0,25,52,17.33,71.23,0,0,Yes
Akhtar Sarfraz,2606,1998,1,1,0,0,0,0,14,14,14.0,53.85,0,0,Yes
Akram Khan,2237,1988,2,2,1,0,0,0,21,30,30.0,50.0,0,0,No
Akram Khan,2237,1990,4,4,0,0,0,0,33,60,15.0,53.1,2,0,Yes
Akram Khan,2237,1995,3,3,0,0,0,0,44,92,30.67,49.46,2,0,Yes
Akram Khan,2237,1997,7,7,0,0,2,0,59,195,27.86,68.9,1,0,Yes
Akram Khan,2237,1998,5,5,0,0,0,0,39,79,15.8,51.3,1,0,Yes
Akram Khan,2237,1999,10,10,1,0,2,3,65,227,25.22,56.75,0,0,Yes
Akram Khan,2237,2000,4,4,0,0,1,0,64,113,28.25,79.02,0,0,Yes
Akram Khan,2237,2001,3,3,0,0,0,0,35,61,20.33,38.36,1,0,Yes
Akram Khan,2237,2003,6,6,0,0,0,0,44,119,19.83,53.13,1,0,Yes
Akram Raza,1445,1989,5,3,2,0,0,0,19,40,40.0,60.61,2,0,Yes
Akram Raza,1445,1990,7,3,1,0,0,1,13,14,7.0,66.67,3,0,No
Akram Raza,1445,1991,4,3,2,0,0,1,1,1,1.0,25.0,0,0,No
Akram Raza,1445,1994,28,13,9,0,0,1,33,124,31.0,66.67,14,0,No
Akram Raza,1445,1995,4,3,0,0,0,1,12,14,4.67,42.42,0,0,Yes
Akshay Homraj,5760,2019,4,4,0,0,0,0,34,99,24.75,73.33,7,0,Yes
Akshay Homraj,5760,2020,4,4,0,0,0,0,44,60,15.0,68.18,5,0,Yes
Al Sahariar Rokon,2238,1999,4,4,1,0,1,0,62,99,33.0,63.06,0,0,No
Al Sahariar Rokon,2238,2000,1,1,0,0,0,0,13,13,13.0,30.23,0,0,Yes
Al Sahariar Rokon,2238,2001,5,5,0,0,1,1,59,94,18.8,53.11,2,0,Yes
Al Sahariar Rokon,2238,2002,12,12,0,0,0,4,41,114,9.5,51.58,3,0,Yes
Al Sahariar Rokon,2238,2003,7,7,0,0,0,1,14,54,7.71,48.65,2,0,Yes
Alam Talukdar,2607,1990,2,1,1,0,0,0,7,7,0.0,43.75,0,0,No
Al-Amin Hossain,4247,2014,11,5,3,0,0,2,2,3,1.5,23.08,1,0,No
Al-Amin Hossain,4247,2015,3,2,2,0,0,0,1,1,0.0,14.29,0,0,No
Alawi Shukri,3570,2008,1,1,0,0,0,0,1,1,1.0,33.33,0,0,Yes
"Alexander, R P",3211,2004,2,2,0,0,0,0,26,34,17.0,45.33,0,0,Yes
"Ali, M M",4271,2014,12,12,0,1,3,1,119,421,35.08,109.92,7,0,Yes
"Ali, M M",4271,2015,19,18,3,1,0,0,128,376,25.07,91.71,4,0,Yes
"Ali, M M",4271,2016,15,12,3,0,0,0,45,145,16.11,81.46,6,0,No
"Ali, M M",4271,2017,17,12,3,1,2,1,102,402,44.67,148.89,4,0,Yes
"Ali, M M",4271,2018,24,17,1,0,0,1,46,277,17.31,89.94,5,0,Yes
"Ali, M M",4271,2019,14,11,3,0,0,2,46,145,18.13,97.97,6,0,No
"Ali, M M",4271,2020,1,1,1,0,0,0,17,17,0.0,106.25,0,0,No
"Ali, R W",2608,1996,7,3,3,0,0,0,6,7,0.0,25.0,1,0,No
Ali Asad,3201,2004,2,2,1,0,0,0,12,21,21.0,44.68,0,0,Yes
Ali Khan,5021,2019,1,1,0,0,0,0,3,3,3.0,27.27,0,0,Yes
"Allan, D I",3891,2011,2,2,0,0,0,0,27,35,17.5,48.61,0,0,Yes
"Allan, D I",3891,2012,2,2,0,0,0,0,15,18,9.0,38.3,1,0,Yes
"Allan, D I",3891,2013,1,1,0,0,0,0,18,18,18.0,52.94,0,0,Yes
"Allen, F A",4826,2018,4,4,0,0,0,0,10,25,6.25,48.08,0,0,Yes
"Allen, F A",4826,2019,8,6,3,0,1,1,51,64,21.33,130.61,5,0,Yes
"Allen, F A",4826,2020,2,2,0,0,0,0,37,54,27.0,186.21,1,0,Yes
"Alleyne, M W",2609,1999,4,4,1,0,0,0,38,76,25.33,63.33,0,0,No
"Alleyne, M W",2609,2000,6,4,0,0,1,0,53,75,18.75,55.56,3,0,Yes
"Allingham, M J D",2610,1999,3,3,0,0,0,0,6,11,3.67,11.46,1,0,Yes
"Allott, G I",2049,1997,3,2,1,0,0,0,3,4,4.0,30.77,2,0,Yes
"Allott, G I",2049,1998,2,1,0,0,0,0,3,3,3.0,42.86,1,0,Yes
"Allott, G I",2049,1999,17,4,3,0,0,1,7,7,7.0,33.33,2,0,No
"Allott, G I",2049,2000,9,4,2,0,0,1,1,3,1.5,20.0,0,0,No
Alok Kapali,3031,2002,11,11,2,0,1,1,89,228,25.33,68.88,3,0,No
Alok Kapali,3031,2003,21,20,0,0,3,2,71,484,24.2,67.98,6,0,Yes
Alok Kapali,3031,2004,11,11,0,0,0,0,28,102,9.27,50.5,8,0,Yes
Alok Kapali,3031,2005,2,1,0,0,0,0,4,4,4.0,28.57,0,0,Yes
Alok Kapali,3031,2006,10,9,1,0,1,0,55,146,18.25,70.19,4,0,Yes
Alok Kapali,3031,2008,10,10,0,1,0,2,115,206,20.6,88.41,4,0,Yes
Alok Kapali,3031,2011,4,4,0,0,0,0,20,65,16.25,56.03,4,0,Yes
"Ambris, S W",4702,2017,1,1,1,0,0,0,38,38,0.0,140.74,0,0,No
"Ambris, S W",4702,2019,8,7,1,1,1,0,148,323,53.83,98.78,2,0,Yes
"Ambris, S W",4702,2020,4,4,0,0,1,0,60,86,21.5,81.13,0,0,Yes
"Ambrose, T R",3534,2008,5,5,1,0,0,1,6,10,2.5,29.41,3,0,Yes
"Amerasinghe, M K D",3466,2007,1,1,1,0,0,0,1,1,0.0,50.0,0,0,No
"Amerasinghe, M K D",3466,2008,7,3,3,0,0,0,5,5,0.0,71.43,1,0,No
"Amini, C J A",4346,2014,2,2,1,0,1,1,61,61,61.0,89.71,1,0,No
"Amini, C J A",4346,2018,4,4,0,0,0,0,24,60,15.0,61.22,1,0,Yes
"Amini, C J A",4346,2019,9,9,0,0,1,0,53,175,19.44,66.29,7,0,Yes
"Amini, C R",4350,2014,2,1,1,0,0,0,3,3,0.0,100.0,1,0,No
Aminul Islam,2236,1988,3,3,0,0,0,1,27,37,12.33,44.58,0,0,Yes
Aminul Islam,2236,1990,4,4,3,0,0,0,41,75,75.0,59.52,0,0,No
Aminul Islam,2236,1995,3,3,0,0,0,1,42,72,24.0,53.33,1,0,Yes
Aminul Islam,2236,1997,5,5,0,0,0,0,37,126,25.2,61.76,4,0,Yes
Aminul Islam,2236,1998,6,6,2,0,2,0,70,189,47.25,58.33,2,0,Yes
Aminul Islam,2236,1999,12,12,0,0,1,2,66,180,15.0,53.57,5,0,Yes
Aminul Islam,2236,2000,4,4,0,0,0,1,47,82,20.5,55.03,1,0,Yes
Aminul Islam,2236,2001,1,1,0,0,0,0,2,2,2.0,50.0,0,0,Yes
Aminul Islam,2236,2002,1,1,0,0,0,0,31,31,31.0,73.81,0,0,Yes
Aminul Islam Jnr,2611,1999,1,1,1,0,0,0,1,1,0.0,100.0,0,0,No
Amir Hamza,3935,2012,2,2,1,0,0,1,3,3,3.0,20.0,0,0,No
Amir Hamza,3935,2014,5,2,1,0,0,0,1,1,1.0,6.25,3,0,Yes
Amir Hamza,3935,2015,7,3,2,0,0,0,4,6,6.0,26.09,1,0,Yes
Amir Hamza,3935,2016,3,2,0,0,0,0,3,4,2.0,18.18,0,0,Yes
Amir Hamza,3935,2017,10,7,5,0,0,0,7,9,4.5,50.0,5,0,Yes
Amir Hayat,4727,2018,6,4,2,0,0,0,4,7,3.5,25.0,3,0,Yes
Amir Hayat,4727,2019,3,2,1,0,0,1,24,24,24.0,53.33,1,0,No
Amjad Ali,3553,2008,2,2,0,0,1,0,77,96,48.0,98.97,4,1,Yes
Amjad Ali,3553,2014,7,7,0,0,2,0,98,296,42.29,81.99,4,0,Yes
Amjad Ali,3553,2015,8,8,0,0,0,0,45,128,16.0,57.66,3,0,Yes
Amjad Javed,3554,2008,1,1,0,0,0,0,10,10,10.0,100.0,0,0,Yes
Amjad Javed,3554,2014,2,1,0,0,0,0,1,1,1.0,11.11,1,0,Yes
Amjad Javed,3554,2015,6,6,1,0,1,0,56,170,34.0,87.18,3,0,Yes
Amjad Javed,3554,2016,2,2,0,0,0,1,32,32,16.0,160.0,2,0,Yes
Amjad Javed,3554,2017,4,3,0,0,0,0,23,26,8.67,78.79,2,0,Yes
"Amla, H M",3236,2008,10,9,2,1,1,0,140,368,52.57,93.4,4,0,Yes
"Amla, H M",3236,2009,12,12,1,0,5,0,97,480,43.64,75.95,6,0,Yes
"Amla, H M",3236,2010,15,15,1,5,4,0,129,1058,75.57,104.24,6,0,Yes
"Amla, H M",3236,2011,15,15,1,2,5,1,116,632,45.14,88.02,1,0,No
"Amla, H M",3236,2012,10,9,1,2,4,0,150,678,84.75,90.76,6,0,Yes
"Amla, H M",3236,2013,23,22,0,2,4,1,122,838,38.09,84.56,17,0,Yes
"Amla, H M",3236,2014,18,18,1,5,2,0,122,892,52.47,80.58,9,0,No
"Amla, H M",3236,2015,23,23,2,4,3,0,159,1062,50.57,94.91,14,0,Yes
"Amla, H M",3236,2016,14,14,1,2,2,1,127,511,39.31,88.87,6,0,Yes
"Amla, H M",3236,2017,18,18,1,3,4,0,154,862,50.71,88.41,12,0,Yes
"Amla, H M",3236,2018,11,11,0,0,2,1,71,315,28.64,91.3,2,0,Yes
"Amla, H M",3236,2019,12,12,3,1,3,0,108,417,46.33,74.46,4,0,No
Anamul Haque,3979,2012,5,5,0,1,0,1,120,195,39.0,71.17,1,0,Yes
Anamul Haque,3979,2013,4,3,0,0,0,0,40,66,22.0,75.0,1,0,Yes
Anamul Haque,3979,2014,18,17,0,2,3,3,109,631,37.12,70.35,7,0,Yes
Anamul Haque,3979,2015,3,2,0,0,0,0,29,58,29.0,59.18,1,0,Yes
Anamul Haque,3979,2018,7,7,0,0,0,2,35,88,12.57,82.24,0,0,Yes
Anamul Haque,3979,2019,1,1,0,0,0,0,14,14,14.0,58.33,0,0,Yes
"Anderson, C J",3983,2013,6,5,0,0,0,0,46,127,25.4,105.83,1,0,Yes
"Anderson, C J",3983,2014,12,11,3,1,1,1,131,350,43.75,177.66,1,0,No
"Anderson, C J",3983,2015,17,14,1,0,3,1,81,441,33.92,103.28,4,0,Yes
"Anderson, C J",3983,2016,9,9,0,0,0,1,35,129,14.33,64.82,3,0,Yes
"Anderson, C J",3983,2017,5,5,0,0,0,1,24,62,12.4,80.52,2,0,Yes
"Anderson, J",4327,2014,3,3,0,0,0,0,19,40,13.33,43.96,1,0,Yes
"Anderson, J",4327,2016,5,5,0,0,0,0,39,111,22.2,63.07,2,0,Yes
"Anderson, J M",3065,2002,3,3,1,0,0,1,6,7,3.5,29.17,0,0,Yes
"Anderson, J M",3065,2003,24,8,3,0,0,2,8,21,4.2,28.77,3,0,Yes
"Anderson, J M",3065,2004,12,2,1,0,0,0,11,13,13.0,40.63,5,0,Yes
"Anderson, J M",3065,2005,5,1,0,0,0,0,11,11,11.0,29.73,1,0,Yes
"Anderson, J M",3065,2006,9,7,4,0,0,0,15,33,11.0,76.74,2,0,Yes
"Anderson, J M",3065,2007,28,12,7,0,0,3,11,21,4.2,31.82,9,0,No
"Anderson, J M",3065,2008,20,9,4,0,0,1,11,20,4.0,40.82,8,0,Yes
"Anderson, J M",3065,2009,19,8,5,0,0,0,8,21,7.0,38.89,2,0,Yes
