Name,ID,Year,Matches,Innings,Not Out,100s,50s,0s,High Score,Runs,Average,StrikeRate,Catch Out,Stumped,High Score Out
"Gayle, C H",2217,2010,15,15,1,0,3,1,88,456,32.57,97.02,5,0,Yes
"Gayle, C H",2217,2011,8,8,1,0,1,1,80,202,28.86,91.4,4,0,Yes
"Gayle, C H",2217,2012,11,11,1,1,2,0,125,345,34.5,89.84,6,0,Yes
"Gayle, C H",2217,2013,16,16,0,1,0,1,109,311,19.44,85.67,3,0,Yes
"Gayle, C H",2217,2014,3,3,0,0,1,0,58,67,22.33,65.69,1,0,Yes
"Gayle, C H",2217,2015,11,11,0,1,1,1,215,411,37.36,116.76,5,0,Yes
"Gayle, C H",2217,2017,6,6,0,0,1,0,94,199,33.17,113.71,3,0,Yes
"Gayle, C H",2217,2018,9,9,0,1,1,1,123,307,34.11,94.75,3,0,Yes
"Gayle, C H",2217,2019,17,15,0,2,5,1,162,753,50.2,109.77,4,0,Yes
Gazi Ashraf,2693,1986,2,2,0,0,0,1,10,10,5.0,37.04,0,0,Yes
Gazi Ashraf,2693,1988,3,3,0,0,0,0,11,23,7.67,21.7,0,0,Yes
Gazi Ashraf,2693,1990,2,2,0,0,0,0,18,26,13.0,24.53,1,0,Yes
"Geeves, B",3615,2009,1,1,1,0,0,0,10,10,0.0,90.91,0,0,No
"Germon, L K",2037,1995,9,7,0,0,0,0,40,90,12.86,59.6,2,1,Yes
"Germon, L K",2037,1996,22,19,5,0,3,1,89,385,27.5,68.38,14,6,Yes
"Germon, L K",2037,1997,5,5,0,0,0,1,22,44,8.8,60.27,4,2,Yes
"Getkate, S C",4855,2019,3,2,1,0,0,0,16,23,23.0,100.0,1,0,No
"Ghai, R S",2694,1986,2,1,0,0,0,0,1,1,1.0,33.33,0,0,Yes
Gholam Nousher,2696,1986,2,2,2,0,0,0,3,4,0.0,50.0,0,0,No
Gholam Nousher,2696,1990,4,1,0,0,0,0,4,4,4.0,50.0,0,0,Yes
Ghulam Ali,2697,1993,1,1,0,0,0,0,2,2,2.0,10.53,0,0,Yes
Ghulam Ali,2697,1995,2,2,0,0,0,0,38,51,25.5,50.0,0,0,Yes
Ghulam Shabber,4614,2017,7,7,0,0,2,0,70,157,22.43,63.05,11,1,Yes
Ghulam Shabber,4614,2018,9,9,0,0,1,1,90,217,24.11,68.03,11,1,Yes
Ghulam Shabber,4614,2019,7,7,0,0,1,1,56,126,18.0,54.31,8,0,Yes
"Gibbons, T",3379,2006,2,2,0,0,0,1,33,33,16.5,33.67,0,0,Yes
"Gibbs, H H",2080,1996,3,3,0,0,0,0,35,83,27.67,70.94,1,0,Yes
"Gibbs, H H",2080,1997,8,8,0,0,0,1,33,149,18.63,71.63,3,0,Yes
"Gibbs, H H",2080,1998,6,6,0,0,0,0,33,60,10.0,56.07,5,0,Yes
"Gibbs, H H",2080,1999,22,22,2,2,4,1,125,805,40.25,73.79,6,0,Yes
"Gibbs, H H",2080,2000,20,20,2,1,4,2,111,576,32.0,79.12,4,0,Yes
"Gibbs, H H",2080,2001,21,21,0,3,3,0,125,846,40.29,86.77,14,0,Yes
"Gibbs, H H",2080,2002,37,37,3,5,3,8,153,1310,38.53,88.33,20,0,Yes
"Gibbs, H H",2080,2003,21,20,3,1,4,1,143,693,40.76,86.95,4,0,Yes
"Gibbs, H H",2080,2004,18,18,1,1,1,2,101,398,23.41,70.57,8,0,Yes
"Gibbs, H H",2080,2005,16,16,2,2,4,1,118,726,51.86,81.39,9,0,Yes
"Gibbs, H H",2080,2006,22,21,1,1,4,4,175,696,34.8,89.12,6,0,Yes
"Gibbs, H H",2080,2007,26,21,2,3,6,2,119,880,46.32,92.93,15,0,Yes
"Gibbs, H H",2080,2008,14,14,0,1,2,0,102,413,29.5,84.63,5,0,Yes
"Gibbs, H H",2080,2009,11,11,0,1,2,0,110,425,38.64,85.86,6,0,Yes
"Gibbs, H H",2080,2010,3,2,0,0,0,0,27,34,17.0,70.83,2,0,Yes
"Gibson, O D",2025,1995,5,4,1,0,0,1,33,50,16.67,106.38,1,0,No
"Gibson, O D",2025,1996,8,6,0,0,1,0,52,88,14.67,102.33,2,0,Yes
"Gibson, O D",2025,1997,2,1,0,0,0,0,3,3,3.0,60.0,0,0,Yes
"Gilchrist, A C",2192,1996,2,2,0,0,0,1,18,18,9.0,78.26,2,0,Yes
"Gilchrist, A C",2192,1997,12,11,3,0,2,0,77,286,35.75,79.67,8,2,Yes
"Gilchrist, A C",2192,1998,25,24,1,3,2,1,118,831,36.13,88.12,26,7,Yes
"Gilchrist, A C",2192,1999,37,37,0,2,6,2,154,1241,33.54,89.09,56,9,Yes
"Gilchrist, A C",2192,2000,23,23,0,1,5,1,128,726,31.57,95.15,37,1,Yes
"Gilchrist, A C",2192,2001,20,18,1,0,7,0,98,746,43.88,90.75,24,10,Yes
"Gilchrist, A C",2192,2002,27,26,0,2,4,3,124,836,32.15,96.2,50,5,Yes
"Gilchrist, A C",2192,2003,31,30,1,1,8,0,111,1098,37.86,101.39,53,3,Yes
"Gilchrist, A C",2192,2004,21,21,1,1,5,2,172,879,43.95,111.55,31,2,Yes
"Gilchrist, A C",2192,2005,27,27,2,2,3,4,121,892,35.68,103.72,41,3,No
"Gilchrist, A C",2192,2006,22,21,0,2,4,2,122,810,38.57,103.98,32,4,Yes
"Gilchrist, A C",2192,2007,30,29,2,1,7,2,149,934,34.59,102.41,41,7,Yes
"Gilchrist, A C",2192,2008,10,10,0,1,2,1,118,322,32.2,98.17,16,2,Yes
"Giles, A F",2146,1998,2,2,1,0,0,0,5,7,7.0,77.78,0,0,No
"Giles, A F",2146,1999,2,1,1,0,0,0,10,10,0.0,100.0,1,0,No
"Giles, A F",2146,2000,3,2,0,0,0,0,11,14,7.0,43.75,0,0,Yes
"Giles, A F",2146,2001,1,1,0,0,0,0,7,7,7.0,41.18,0,0,Yes
"Giles, A F",2146,2002,13,7,3,0,0,1,21,57,14.25,57.58,3,0,No
"Giles, A F",2146,2003,13,7,3,0,0,0,21,64,16.0,57.14,7,0,Yes
"Giles, A F",2146,2004,12,7,3,0,0,1,39,96,24.0,75.59,6,0,Yes
"Giles, A F",2146,2005,15,8,2,0,0,0,41,130,21.67,89.66,5,0,Yes
"Gillespie, J N",2082,1996,5,2,0,0,0,0,6,8,4.0,38.1,0,0,Yes
"Gillespie, J N",2082,1997,9,6,2,0,0,1,26,57,14.25,76.0,0,0,Yes
"Gillespie, J N",2082,1999,4,3,1,0,0,1,14,16,8.0,80.0,0,0,Yes
"Gillespie, J N",2082,2000,3,3,0,0,0,1,14,24,8.0,80.0,0,0,Yes
"Gillespie, J N",2082,2001,3,1,0,0,0,0,9,9,9.0,34.62,1,0,Yes
"Gillespie, J N",2082,2002,22,8,4,0,0,2,15,46,11.5,67.65,1,0,Yes
"Gillespie, J N",2082,2004,21,6,4,0,0,1,33,56,28.0,105.66,3,0,No
"Gillespie, J N",2082,2005,19,7,2,0,0,2,44,66,13.2,94.29,4,0,No
"Gillespie, M R",3452,2006,2,2,1,0,0,0,11,12,12.0,48.0,0,0,Yes
"Gillespie, M R",3452,2007,22,9,4,0,0,1,28,75,15.0,96.15,6,0,Yes
"Gillespie, M R",3452,2008,6,3,3,0,0,0,4,6,0.0,40.0,0,0,No
"Gillespie, P G",3384,2007,2,1,0,0,0,0,2,2,2.0,25.0,0,0,Yes
Golam Faruq,2695,1986,2,2,1,0,0,0,14,17,17.0,39.53,0,0,Yes
Golam Faruq,2695,1988,2,2,1,0,0,0,23,27,27.0,44.26,0,0,No
"Gondaria, D M",4240,2013,2,2,0,0,0,0,6,7,3.5,15.56,2,0,Yes
"Goodwin, M W",2125,1998,26,26,0,1,4,1,111,722,27.77,72.56,7,0,Yes
"Goodwin, M W",2125,1999,26,25,2,0,2,0,76,600,26.09,67.26,9,0,No
"Goodwin, M W",2125,2000,19,19,1,1,2,0,112,496,27.56,64.67,4,0,No
"Gordon, J O A",3962,2012,1,1,0,0,0,0,1,1,1.0,33.33,0,0,Yes
"Gordon, J O A",3962,2013,2,1,1,0,0,0,2,2,0.0,14.29,0,0,No
"Gordon, J O A",3962,2014,2,2,1,0,0,0,4,4,4.0,36.36,0,0,Yes
"Gordon, T G",3848,2011,5,5,0,0,0,0,9,27,5.4,45.76,2,0,Yes
"Gore, K",5020,2019,7,7,2,0,0,0,31,112,22.4,65.5,0,0,Yes
"Gore, K",5020,2020,3,3,0,0,0,0,10,18,6.0,39.13,2,0,Yes
"Goudie, G",3593,2008,2,1,1,0,0,0,17,17,0.0,54.84,1,0,No
"Goudie, G",3593,2009,2,2,0,0,0,0,12,15,7.5,75.0,1,0,Yes
"Goudie, G",3593,2010,6,5,2,0,0,1,4,8,2.67,88.89,1,0,Yes
"Goudie, G",3593,2012,1,1,0,0,0,0,17,17,17.0,154.55,0,0,Yes
"Goudie, G",3593,2013,1,1,0,0,0,0,23,23,23.0,92.0,2,0,Yes
"Gough, D",1995,1994,5,2,1,0,0,0,8,10,10.0,66.67,1,0,No
"Gough, D",1995,1995,5,5,1,0,0,0,45,68,17.0,97.14,1,0,Yes
"Gough, D",1995,1996,18,12,3,0,0,1,26,95,10.56,68.84,2,0,No
"Gough, D",1995,1997,10,5,2,0,0,0,16,30,10.0,73.17,0,0,Yes
"Gough, D",1995,1998,6,5,2,0,0,1,15,18,6.0,75.0,0,0,Yes
"Gough, D",1995,1999,21,14,5,0,0,1,23,108,12.0,59.02,6,0,No
"Gough, D",1995,2000,21,11,7,0,0,2,6,30,7.5,50.0,2,0,No
"Gough, D",1995,2001,9,8,3,0,0,1,40,56,11.2,40.58,2,0,No
"Gough, D",1995,2002,16,9,5,0,0,3,16,40,10.0,64.52,3,0,No
"Gough, D",1995,2003,10,1,1,0,0,0,14,14,0.0,46.67,0,0,No
"Gough, D",1995,2004,20,7,3,0,0,1,13,45,11.25,57.69,6,0,Yes
"Gough, D",1995,2005,16,6,5,0,0,0,46,76,76.0,84.44,2,0,No
"Gough, D",1995,2006,2,2,0,0,0,0,18,19,9.5,105.56,0,0,Yes
"Gouka, E",2699,1996,3,2,1,0,0,0,19,19,19.0,52.78,0,0,Yes
"Gould, I J",2700,1983,18,14,2,0,0,2,42,155,12.92,63.79,15,3,Yes
"Graf, S F",2701,1980,5,2,0,0,0,1,5,5,2.5,35.71,0,0,Yes
"Graf, S F",2701,1981,6,4,0,0,0,0,8,19,4.75,52.78,1,0,Yes
"Grayson, A P",2702,2001,1,1,0,0,0,0,6,6,6.0,50.0,1,0,Yes
"Green, Z E",5029,2019,5,5,0,0,0,0,41,124,24.8,68.13,5,2,Yes
"Green, Z E",5029,2020,3,3,0,0,1,0,62,82,27.33,95.35,2,0,Yes
"Griffith, A F G",2088,1996,1,1,0,0,0,0,1,1,1.0,7.69,0,0,Yes
"Griffith, A F G",2088,1997,4,3,1,0,0,0,47,49,24.5,72.06,4,0,Yes
"Griffith, A F G",2088,1999,2,2,0,0,0,0,3,4,2.0,20.0,1,0,Yes
"Griffith, A F G",2088,2000,2,2,0,0,0,0,35,45,22.5,59.21,0,0,Yes
"Gripper, T R",2189,2001,5,5,0,0,0,1,26,41,8.2,35.65,3,0,Yes
"Gripper, T R",2189,2003,3,3,0,0,0,0,17,39,13.0,54.17,1,0,Yes
"Groenewald, Z",5143,2019,4,2,1,0,0,0,3,4,4.0,21.05,2,0,Yes
"Gruitjers, T J G",3761,2010,2,2,0,0,0,0,29,35,17.5,57.38,1,0,Yes
"Gruitjers, T J G",3761,2011,2,2,1,0,0,0,32,33,33.0,60.0,1,0,Yes
"Gudhka, R D",3892,2011,2,2,1,0,0,0,10,17,17.0,121.43,0,0,Yes
Gulbadin Naib,3877,2012,5,4,0,0,0,0,22,49,12.25,72.06,1,0,Yes
Gulbadin Naib,3877,2013,2,1,1,0,0,0,21,21,0.0,140.0,0,0,No
Gulbadin Naib,3877,2014,4,4,1,0,0,0,31,82,27.33,103.8,0,0,Yes
Gulbadin Naib,3877,2016,2,2,1,0,1,0,82,84,84.0,107.69,0,0,No
Gulbadin Naib,3877,2017,16,14,1,0,2,1,51,225,17.31,63.2,1,0,Yes
Gulbadin Naib,3877,2018,16,13,4,0,2,1,74,296,32.89,64.49,4,0,No
Gulbadin Naib,3877,2019,16,15,0,0,0,0,47,284,18.93,78.24,3,0,Yes
"Gunaratne, D A S",4532,2016,5,3,1,0,0,0,18,40,20.0,70.18,0,0,Yes
"Gunaratne, D A S",4532,2017,19,16,3,1,1,0,114,483,37.15,83.85,8,0,No
"Gunaratne, D A S",4532,2018,5,4,0,0,0,0,16,35,8.75,55.56,2,0,Yes
"Gunaratne, D A S",4532,2019,2,2,0,0,0,0,11,17,8.5,60.71,0,0,Yes
"Gunaratne, P W",3034,2002,16,7,2,0,0,2,13,21,4.2,43.75,2,0,No
"Gunaratne, P W",3034,2003,7,1,1,0,0,0,15,15,0.0,100.0,1,0,No
"Gunasekera, R",3589,2008,1,1,0,0,0,0,4,4,4.0,36.36,1,0,Yes
"Gunasekera, R",3589,2010,2,2,0,0,2,0,71,130,65.0,82.8,1,0,Yes
"Gunasekera, R",3589,2011,9,9,0,0,1,1,57,117,13.0,61.26,4,0,Yes
"Gunasekera, R",3589,2012,1,1,0,0,1,0,53,53,53.0,70.67,0,0,Yes
"Gunasekera, R",3589,2013,4,4,0,0,1,1,72,97,24.25,57.74,0,0,Yes
"Gunasekera, R",3589,2014,2,2,0,0,1,1,54,54,27.0,70.13,1,0,Yes
"Gunathilaka, M D",4487,2015,4,4,0,0,1,0,65,102,25.5,103.03,1,0,Yes
"Gunathilaka, M D",4487,2016,12,11,0,0,2,0,63,275,25.0,85.94,6,0,Yes
"Gunathilaka, M D",4487,2017,15,15,0,1,4,1,116,539,35.93,83.05,4,0,Yes
"Gunathilaka, M D",4487,2018,2,2,1,0,0,0,35,41,41.0,89.13,1,0,No
"Gunathilaka, M D",4487,2019,5,5,0,1,1,0,133,292,58.4,85.88,0,0,Yes
"Gunawardene, A A W",2703,1994,1,1,0,0,0,0,2,2,2.0,20.0,0,0,Yes
"Gunawardene, D A",2175,1998,5,5,0,0,1,2,52,65,13.0,84.42,1,0,Yes
"Gunawardene, D A",2175,1999,8,8,0,0,1,0,75,193,24.13,74.23,0,0,Yes
"Gunawardene, D A",2175,2000,9,9,0,1,1,2,132,376,41.78,92.38,1,0,Yes
"Gunawardene, D A",2175,2001,15,15,0,0,4,0,90,474,31.6,68.5,6,0,Yes
"Gunawardene, D A",2175,2002,2,2,0,0,0,0,20,27,13.5,54.0,1,0,Yes
"Gunawardene, D A",2175,2003,6,6,0,0,0,0,45,152,25.33,61.04,1,0,Yes
"Gunawardene, D A",2175,2004,14,14,1,0,4,1,73,366,28.15,63.54,3,0,Yes
"Gunawardene, D A",2175,2005,1,1,0,0,1,0,52,52,52.0,85.25,0,0,Yes
"Gunawardene, D A",2175,2006,1,1,0,0,0,0,3,3,3.0,17.65,0,0,Yes
"Gupta, S K",2704,1996,3,3,0,0,0,1,41,43,14.33,57.33,0,0,Yes
"Gupta, S K",2704,1999,6,6,0,0,0,2,35,77,12.83,53.47,0,0,Yes
"Gupta, S K",2704,2001,1,1,1,0,0,0,1,1,0.0,100.0,0,0,No
"Guptill, M J",3633,2009,22,21,3,1,6,0,122,738,41.0,82.0,11,0,No
"Guptill, M J",3633,2010,16,16,0,0,2,3,91,363,22.69,81.21,6,0,Yes
"Guptill, M J",3633,2011,16,15,3,1,4,0,105,650,54.17,77.2,2,0,Yes
"Guptill, M J",3633,2012,11,11,0,0,5,1,85,400,36.36,83.51,5,0,Yes
"Guptill, M J",3633,2013,11,11,3,2,0,2,189,406,50.75,93.33,7,0,No
"Guptill, M J",3633,2014,14,13,0,1,2,0,111,396,30.46,68.39,7,0,Yes
"Guptill, M J",3633,2015,32,32,5,4,8,3,237,1489,55.15,96.56,21,0,No
"Guptill, M J",3633,2016,18,18,1,2,4,3,114,727,42.76,99.86,9,0,Yes
"Guptill, M J",3633,2017,9,9,1,1,1,0,180,384,48.0,98.97,2,0,No
"Guptill, M J",3633,2018,10,10,1,1,2,1,100,423,47.0,73.18,6,0,Yes
"Guptill, M J",3633,2019,20,20,2,3,1,2,138,650,36.11,97.31,14,0,Yes
"Guptill, M J",3633,2020,4,4,0,0,2,0,79,217,54.25,90.79,1,0,Yes
Gurdeep Singh,4241,2013,1,1,0,0,0,0,1,1,1.0,4.35,0,0,Yes
Gurkeerat Singh,4212,2016,3,3,1,0,0,0,8,13,6.5,100.0,1,0,Yes
"Gurney, H F",4307,2014,10,6,4,0,0,0,6,15,7.5,45.45,1,0,No
Gursharan Singh,1606,1990,1,1,0,0,0,0,4,4,4.0,40.0,1,0,Yes
"Guruge, A M",4259,2014,3,1,1,0,0,0,2,2,0.0,66.67,1,0,No
"Guruge, A M",4259,2015,4,3,3,0,0,0,10,14,0.0,53.85,0,0,No
Haafiz Shahid,2705,1988,3,3,2,0,0,0,7,11,11.0,47.83,0,0,No
Habibul Bashar,2235,1995,2,2,0,0,0,1,16,16,8.0,43.24,1,0,Yes
Habibul Bashar,2235,1997,5,5,0,0,1,1,70,82,16.4,69.49,2,0,Yes
Habibul Bashar,2235,1998,1,1,0,0,0,0,15,15,15.0,41.67,0,0,Yes
Habibul Bashar,2235,1999,2,2,0,0,0,1,25,25,12.5,55.56,1,0,Yes
Habibul Bashar,2235,2000,4,4,0,0,1,0,57,99,24.75,57.23,1,0,Yes
Habibul Bashar,2235,2001,6,6,0,0,2,1,74,194,32.33,65.99,1,0,Yes
Habibul Bashar,2235,2002,7,7,0,0,2,2,52,117,16.71,53.42,0,0,Yes
Habibul Bashar,2235,2003,15,15,0,0,1,3,50,228,15.2,46.91,1,0,Yes
Habibul Bashar,2235,2004,16,16,0,0,2,3,65,266,16.63,65.04,4,0,Yes
Habibul Bashar,2235,2005,14,14,2,0,0,1,47,337,28.08,71.1,1,0,Yes
Habibul Bashar,2235,2006,22,18,3,0,3,3,70,461,30.73,62.21,8,0,Yes
Habibul Bashar,2235,2007,17,15,0,0,2,2,78,328,21.87,59.1,6,0,Yes
"Haddin, B J",2707,2001,1,1,0,0,0,0,13,13,13.0,118.18,0,1,Yes
"Haddin, B J",2707,2004,6,6,0,0,0,0,32,83,13.83,59.29,6,1,Yes
"Haddin, B J",2707,2005,4,2,0,0,0,0,32,62,31.0,78.48,3,1,Yes
"Haddin, B J",2707,2006,7,7,1,0,1,0,70,216,36.0,86.4,16,1,Yes
"Haddin, B J",2707,2007,8,8,1,0,2,0,87,319,45.57,87.4,6,0,No
"Haddin, B J",2707,2008,7,5,0,0,1,0,50,81,16.2,57.86,6,0,Yes
"Haddin, B J",2707,2009,20,20,1,1,5,1,109,716,37.68,88.61,22,1,Yes
"Haddin, B J",2707,2010,16,15,3,1,1,1,110,387,32.25,87.95,33,2,Yes
"Haddin, B J",2707,2011,24,23,1,0,5,0,88,634,28.82,75.84,35,2,Yes
"Haddin, B J",2707,2013,9,9,3,0,1,0,50,181,30.17,86.6,15,0,Yes
"Haddin, B J",2707,2014,11,10,3,0,0,0,49,224,32.0,77.78,9,2,Yes
"Haddin, B J",2707,2015,13,9,3,0,0,0,43,206,34.33,147.14,19,0,Yes
"Hadlee, B G",2708,1975,2,2,1,0,0,0,19,26,26.0,27.96,0,0,Yes
Hafizur Rahman,2709,1986,2,1,0,0,0,0,8,8,8.0,33.33,2,0,Yes
"Haire, R S",3584,2008,2,2,0,0,1,0,54,56,28.0,77.78,1,0,Yes
"Hairs, O J",3808,2010,5,5,0,0,0,0,27,68,13.6,68.0,0,0,Yes
"Hales, A D",3887,2014,7,7,0,0,0,1,42,126,18.0,70.39,1,0,Yes
"Hales, A D",3887,2015,17,16,0,1,2,1,109,453,28.31,93.02,3,0,Yes
"Hales, A D",3887,2016,14,13,1,3,4,1,171,743,61.92,101.36,6,0,Yes
"Hales, A D",3887,2017,15,15,1,1,4,1,110,535,38.21,102.49,9,0,Yes
"Hales, A D",3887,2018,14,14,1,1,3,1,147,457,35.15,91.77,6,0,Yes
"Hales, A D",3887,2019,3,2,0,0,1,0,82,105,52.5,97.22,2,0,Yes
"Hall, A J",2710,1999,1,1,1,0,0,0,9,9,0.0,112.5,1,0,No
"Hall, A J",2710,2000,17,16,0,0,1,1,81,382,23.88,70.09,7,0,Yes
"Hall, A J",2710,2002,8,6,2,0,0,0,18,44,11.0,70.97,3,0,No
"Hall, A J",2710,2003,17,9,4,0,1,1,56,151,30.2,104.86,6,0,Yes
"Hall, A J",2710,2005,12,6,1,0,0,1,48,117,23.4,60.31,3,0,No
"Hall, A J",2710,2006,18,11,4,0,1,1,56,140,20.0,74.07,7,0,No
"Hall, A J",2710,2007,15,7,1,0,0,1,17,62,10.33,83.78,2,0,Yes
"Hall, J D",3802,2010,3,3,0,0,0,0,15,28,9.33,37.33,0,0,Yes
Hamid Hassan,3672,2010,9,5,0,0,0,0,17,41,8.2,62.12,1,0,Yes
Hamid Hassan,3672,2011,2,1,0,0,0,0,1,1,1.0,33.33,0,0,Yes
Hamid Hassan,3672,2014,3,1,0,0,0,0,6,6,6.0,100.0,1,0,Yes
Hamid Hassan,3672,2015,9,7,2,0,0,3,16,38,7.6,43.68,2,0,Yes
Hamid Hassan,3672,2016,2,1,0,0,0,0,6,6,6.0,85.71,0,0,Yes
Hamid Hassan,3672,2019,6,5,2,0,0,1,7,15,5.0,62.5,1,0,No
"Hamilton, G M",2199,1999,5,5,1,0,2,0,76,217,54.25,68.67,1,0,Yes
"Hamilton, G M",2199,2006,3,3,0,0,0,0,29,50,16.67,87.72,0,0,Yes
"Hamilton, G M",2199,2007,14,14,2,0,3,1,79,382,31.83,70.48,1,1,Yes
"Hamilton, G M",2199,2008,6,6,0,1,1,0,115,233,38.83,63.14,2,0,Yes
"Hamilton, G M",2199,2009,7,7,0,1,1,0,119,268,38.29,65.53,2,0,Yes
"Hamilton, G M",2199,2010,3,3,0,0,0,0,48,81,27.0,52.6,0,0,Yes
"Hamilton, L J",3272,2005,2,2,2,0,0,0,2,3,0.0,50.0,0,0,No
Hammad Azam,3860,2011,5,3,1,0,0,0,36,38,19.0,52.78,3,0,Yes
Hammad Azam,3860,2012,3,3,1,0,0,0,30,38,19.0,80.85,0,0,Yes
Hammad Azam,3860,2015,3,1,0,0,0,0,4,4,4.0,33.33,1,0,Yes
Hamza Tariq,3873,2011,3,3,0,0,0,0,24,42,14.0,56.0,2,0,Yes
Hamza Tariq,3873,2013,2,2,0,0,0,1,3,3,1.5,42.86,2,0,Yes
Hamza Tariq,3873,2014,2,2,0,0,1,1,71,71,35.5,94.67,1,1,Yes
"Handscomb, P S P",4558,2017,8,7,0,0,1,1,82,149,21.29,100.0,6,0,Yes
"Handscomb, P S P",4558,2019,14,13,1,1,3,1,117,483,40.25,96.6,8,0,Yes
Hannan Sarkar,3026,2002,4,4,0,0,0,0,14,28,7.0,38.36,2,0,Yes
Hannan Sarkar,3026,2003,12,12,0,0,2,2,61,242,20.17,54.38,4,0,Yes
Hannan Sarkar,3026,2004,4,4,0,0,1,0,59,113,28.25,57.95,2,0,Yes
"Hansra, A S",3801,2010,7,6,3,0,0,0,32,85,28.33,69.67,2,0,Yes
"Hansra, A S",3801,2011,10,10,1,0,2,0,70,292,32.44,57.71,4,0,No
"Hansra, A S",3801,2012,1,1,0,0,0,0,6,6,6.0,31.58,0,0,Yes
"Hansra, A S",3801,2013,4,3,0,0,0,1,24,36,12.0,50.7,0,0,Yes
"Hansra, A S",3801,2014,2,2,0,0,0,1,2,2,1.0,25.0,1,0,Yes
"Haq, R M",3450,2006,1,1,0,0,0,0,3,3,3.0,37.5,0,0,Yes
"Haq, R M",3450,2007,16,16,0,0,3,1,71,373,23.31,69.33,4,0,Yes
"Haq, R M",3450,2008,1,1,0,0,0,0,2,2,2.0,22.22,0,0,Yes
"Haq, R M",3450,2009,5,3,0,0,0,0,7,10,3.33,31.25,1,0,Yes
"Haq, R M",3450,2010,4,2,0,0,0,0,12,23,11.5,57.5,0,0,Yes
"Haq, R M",3450,2011,4,1,0,0,0,0,34,34,34.0,55.74,1,0,Yes
"Haq, R M",3450,2013,8,6,1,0,0,4,25,32,6.4,47.06,0,0,Yes
"Haq, R M",3450,2014,7,4,3,0,0,0,18,32,32.0,72.73,2,0,No
"Haq, R M",3450,2015,7,5,1,0,0,1,31,57,14.25,46.34,2,0,Yes
Harbhajan Singh,2138,1998,13,5,2,0,0,1,4,9,3.0,47.37,2,0,Yes
Harbhajan Singh,2138,2001,22,14,2,0,0,2,46,156,13.0,91.76,6,0,Yes
Harbhajan Singh,2138,2002,27,13,5,0,0,1,24,115,14.38,86.47,10,0,No
Harbhajan Singh,2138,2003,20,12,2,0,0,1,28,75,7.5,88.24,5,0,Yes
Harbhajan Singh,2138,2004,11,5,2,0,0,1,41,62,20.67,76.54,4,0,No
Harbhajan Singh,2138,2005,24,10,5,0,0,2,37,108,21.6,91.53,9,0,No
Harbhajan Singh,2138,2006,23,14,3,0,0,1,37,154,14.0,71.63,4,0,Yes
Harbhajan Singh,2138,2007,21,13,5,0,0,1,38,150,18.75,73.89,6,0,No
Harbhajan Singh,2138,2008,19,10,0,0,0,0,27,82,8.2,82.83,3,0,Yes
Harbhajan Singh,2138,2009,26,12,2,0,0,3,49,138,13.8,99.28,9,0,Yes
Harbhajan Singh,2138,2010,6,4,2,0,0,0,15,34,17.0,73.91,2,0,No
Harbhajan Singh,2138,2011,17,11,3,0,0,2,41,107,13.38,67.3,9,0,Yes
Harbhajan Singh,2138,2015,7,5,2,0,0,2,22,47,15.67,97.92,2,0,Yes
Harilal Shah,2712,1975,3,3,0,0,0,2,6,6,2.0,10.71,0,0,Yes
Haris Sohail,4225,2013,4,3,0,0,0,0,26,45,15.0,68.18,2,0,Yes
Haris Sohail,4225,2014,5,5,1,0,2,0,85,235,58.75,83.63,1,0,No
Haris Sohail,4225,2015,13,13,2,0,5,1,89,494,44.91,84.16,6,0,No
Haris Sohail,4225,2018,4,4,0,0,3,0,63,186,46.5,77.18,0,0,Yes
Haris Sohail,4225,2019,15,15,2,2,3,0,130,654,50.31,90.83,8,0,Yes
"Harmison, S J",3037,2002,2,1,1,0,0,0,2,2,0.0,100.0,2,0,No
"Harmison, S J",3037,2003,4,1,0,0,0,0,7,7,7.0,58.33,1,0,Yes
"Harmison, S J",3037,2004,17,7,5,0,0,0,13,24,12.0,50.0,2,0,No
"Harmison, S J",3037,2005,15,8,4,0,0,2,11,22,5.5,68.75,3,0,No
"Harmison, S J",3037,2006,8,5,3,0,0,0,5,12,6.0,54.55,0,0,No
"Harmison, S J",3037,2008,8,2,0,0,0,1,6,6,3.0,85.71,0,0,Yes
"Harmison, S J",3037,2009,4,1,1,0,0,0,18,18,0.0,100.0,2,0,No
Haroon Rashid,1442,1977,1,1,0,0,0,0,5,5,5.0,18.52,1,0,Yes
Haroon Rashid,1442,1978,2,2,0,0,0,0,20,21,10.5,33.87,1,0,Yes
Haroon Rashid,1442,1979,4,4,1,0,0,0,37,69,23.0,51.11,0,0,No
Haroon Rashid,1442,1982,5,3,1,0,1,0,63,71,35.5,77.17,1,0,No
"Harris, J V",3085,2003,6,6,0,0,0,0,31,91,15.17,44.61,1,0,Yes
"Harris, R J",3638,2009,1,1,0,0,0,0,7,7,7.0,70.0,0,0,Yes
"Harris, R J",3638,2010,16,10,6,0,0,0,21,36,9.0,144.0,4,0,Yes
"Harris, R J",3638,2012,4,2,1,0,0,0,3,5,5.0,38.46,2,0,Yes
"Hart, M N",1975,1994,10,6,0,0,0,0,16,49,8.17,62.03,7,0,Yes
"Hart, M N",1975,2002,1,1,0,0,0,0,12,12,12.0,60.0,0,0,Yes
"Hart, R T",2713,1985,1,1,0,0,0,0,3,3,3.0,10.34,0,0,Yes
