Name,ID,Year,Overs,Matches,Runs,Wickets,4W,Average,StrikeRate,EconomyRate
Aamer Hameed,2601,1977,7.0,1,32,1,0,32.0,56.0,3.43
Aamer Hameed,2601,1978,4.0,1,6,0,0,0.0,0.0,1.13
Aamer Hanif,2602,1993,3.4,0,27,1,0,27.0,22.0,7.36
Aamer Hanif,2602,1995,18.0,0,95,3,0,31.67,36.0,5.28
Aamer Malik,1068,1988,2.0,0,10,0,0,0.0,0.0,5.0
Aamer Malik,1068,1989,15.0,1,64,3,0,21.33,30.0,4.27
Aamer Malik,1068,1990,3.0,0,12,0,0,0.0,0.0,4.0
Aamer Yamin,4480,2015,17.0,1,89,1,0,89.0,102.0,5.24
Aamer Yamin,4480,2018,9.0,0,65,1,0,65.0,54.0,7.22
Aamir Kaleem,4465,2019,12.4,0,54,2,0,27.0,38.0,4.26
Aamir Nazir,1259,1993,47.3,1,224,7,0,32.0,40.71,4.72
Aamir Nazir,1259,1995,22.0,0,122,4,0,30.5,33.0,5.55
Aamir Sohail,1653,1991,6.0,0,34,0,0,0.0,0.0,5.67
Aamir Sohail,1653,1992,117.3,4,514,14,0,36.71,50.36,4.37
Aamir Sohail,1653,1993,71.5,2,334,9,0,37.11,47.89,4.65
Aamir Sohail,1653,1994,156.2,1,650,19,0,34.21,49.37,4.16
Aamir Sohail,1653,1995,126.3,2,547,17,1,32.18,44.65,4.32
Aamir Sohail,1653,1996,161.0,4,791,8,0,98.88,120.75,4.91
Aamir Sohail,1653,1997,62.3,2,288,4,0,72.0,93.75,4.61
Aamir Sohail,1653,1998,76.4,0,390,11,0,35.45,41.82,5.09
Aamir Sohail,1653,1999,9.4,2,41,2,0,20.5,29.0,4.24
Aamir Sohail,1653,2000,18.0,0,114,1,0,114.0,108.0,6.33
Aarif Sheikh,4808,2019,2.0,0,10,0,0,0.0,0.0,5.0
"Aaron, V R",3916,2011,28.1,1,156,6,0,26.0,28.17,5.54
"Aaron, V R",3916,2014,35.1,0,263,5,0,52.6,42.2,7.48
"Ababu, J",2603,1999,10.0,2,41,1,0,41.0,60.0,4.1
"Ababu, J",2603,2001,6.0,0,34,0,0,0.0,0.0,5.67
"Ababu, J",2603,2006,32.0,1,180,2,0,90.0,96.0,5.63
"Abbott, K J",4002,2013,14.2,0,66,1,0,66.0,86.0,4.6
"Abbott, K J",4002,2014,48.0,5,205,4,0,51.25,72.0,4.27
"Abbott, K J",4002,2015,79.5,2,423,14,1,30.21,34.21,5.3
"Abbott, K J",4002,2016,75.0,6,357,15,1,23.8,30.0,4.76
"Abbott, S A",4331,2014,5.0,0,25,1,0,25.0,30.0,5.0
Abdul Qadir,1408,1983,67.4,6,264,12,2,22.0,33.83,3.9
Abdul Qadir,1408,1984,103.0,14,383,18,1,21.28,34.33,3.72
Abdul Qadir,1408,1985,80.3,8,306,11,1,27.82,43.91,3.8
Abdul Qadir,1408,1986,124.2,11,447,24,1,18.63,31.08,3.6
Abdul Qadir,1408,1987,166.5,7,691,32,1,21.59,31.28,4.14
Abdul Qadir,1408,1988,110.0,4,483,13,0,37.15,50.77,4.39
Abdul Qadir,1408,1989,161.2,4,711,21,0,33.86,46.1,4.41
Abdul Qadir,1408,1990,19.0,0,91,0,0,0.0,0.0,4.79
Abdul Qadir,1408,1993,17.2,0,78,1,0,78.0,104.0,4.5
Abdul Razzaq,2191,1996,12.3,1,53,3,0,17.67,25.0,4.24
Abdul Razzaq,2191,1997,12.0,0,86,1,0,86.0,72.0,7.17
Abdul Razzaq,2191,1998,58.1,1,296,8,0,37.0,43.63,5.09
Abdul Razzaq,2191,1999,140.3,13,538,27,1,19.93,31.22,3.83
Abdul Razzaq,2191,2000,314.5,22,1370,61,4,22.46,30.97,4.35
Abdul Razzaq,2191,2001,153.0,8,709,20,0,35.45,45.9,4.63
Abdul Razzaq,2191,2002,198.4,15,876,33,2,26.55,36.12,4.41
Abdul Razzaq,2191,2003,197.1,7,866,24,0,36.08,49.29,4.39
Abdul Razzaq,2191,2004,181.0,9,900,18,0,50.0,60.33,4.97
Abdul Razzaq,2191,2005,182.5,6,961,28,3,34.32,39.18,5.26
Abdul Razzaq,2191,2006,157.1,8,826,20,1,41.3,47.15,5.26
Abdul Razzaq,2191,2007,25.0,0,177,3,0,59.0,50.0,7.08
Abdul Razzaq,2191,2009,51.0,2,247,8,0,30.88,38.25,4.84
Abdul Razzaq,2191,2010,59.4,2,330,5,0,66.0,71.6,5.53
Abdul Razzaq,2191,2011,80.0,12,329,10,0,32.9,48.0,4.11
Abdullah Mazari,3827,2010,16.0,1,49,2,0,24.5,48.0,3.06
Abdur Rauf,3526,2008,35.4,1,212,8,0,26.5,26.75,5.94
Abdur Razzak,3180,2004,45.0,4,163,6,0,27.17,45.0,3.62
Abdur Razzak,3180,2005,8.0,1,51,1,0,51.0,48.0,6.38
Abdur Razzak,3180,2006,231.0,19,808,45,3,17.96,30.8,3.5
Abdur Razzak,3180,2007,195.1,9,942,30,0,31.4,39.03,4.83
Abdur Razzak,3180,2008,225.4,3,1134,29,0,39.1,46.69,5.03
Abdur Razzak,3180,2009,70.4,2,332,22,2,15.09,19.27,4.7
Abdur Razzak,3180,2010,205.2,10,928,29,3,32.0,42.48,4.52
Abdur Razzak,3180,2011,139.4,11,692,17,0,40.71,49.29,4.95
Abdur Razzak,3180,2012,84.0,6,332,16,0,20.75,31.5,3.95
Abdur Razzak,3180,2013,69.0,4,346,9,1,38.44,46.0,5.01
Abdur Razzak,3180,2014,54.0,1,337,3,0,112.33,108.0,6.24
Abdur Rehman,3446,2006,30.0,4,92,6,0,15.33,30.0,3.07
Abdur Rehman,3446,2007,69.0,2,345,6,0,57.5,69.0,5.0
Abdur Rehman,3446,2010,30.0,0,109,0,0,0.0,0.0,3.63
Abdur Rehman,3446,2011,56.0,4,241,5,0,48.2,67.2,4.3
Abdur Rehman,3446,2012,39.0,1,162,4,0,40.5,58.5,4.15
Abdur Rehman,3446,2013,46.4,1,185,9,1,20.56,31.11,3.96
"Abrahams, S",2604,2000,10.0,0,40,0,0,0.0,0.0,4.0
Abu Hider,4515,2018,18.0,2,89,3,0,29.67,36.0,4.94
Abu Jayed,4738,2019,18.0,0,114,5,1,22.8,21.6,6.33
Abul Hasan,3965,2012,9.0,0,54,0,0,0.0,0.0,6.0
Abul Hasan,3965,2013,5.0,0,52,0,0,0.0,0.0,10.4
Abul Hasan,3965,2014,13.0,1,71,0,0,0.0,0.0,5.46
Abul Hasan,3965,2015,5.0,0,42,0,0,0.0,0.0,8.4
Abul Hasan,3965,2018,4.0,0,25,0,0,0.0,0.0,6.25
"Adair, M R",5089,2019,80.4,3,509,15,2,33.93,32.27,6.31
"Adair, M R",5089,2020,11.5,0,89,1,0,89.0,71.0,7.52
"Adams, A R",2963,2001,18.0,0,89,2,0,44.5,54.0,4.94
"Adams, A R",2963,2002,106.2,5,524,16,0,32.75,39.88,4.93
"Adams, A R",2963,2003,97.2,7,492,25,3,19.68,23.36,5.05
"Adams, A R",2963,2004,24.0,1,156,1,0,156.0,144.0,6.5
"Adams, A R",2963,2005,42.3,1,233,8,0,29.13,31.88,5.48
"Adams, A R",2963,2006,17.0,0,96,0,0,0.0,0.0,5.65
"Adams, A R",2963,2007,9.0,2,53,1,0,53.0,54.0,5.89
"Adams, P R",2044,1996,55.0,2,233,12,0,19.42,27.5,4.24
"Adams, P R",2044,1997,21.0,1,98,1,0,98.0,126.0,4.67
"Adams, P R",2044,1998,7.0,0,46,1,0,46.0,42.0,6.57
"Adams, P R",2044,1999,18.4,0,100,5,0,20.0,22.4,5.36
"Adams, P R",2044,2000,17.1,3,53,3,0,17.67,34.33,3.09
"Adams, P R",2044,2001,6.0,0,24,1,0,24.0,36.0,4.0
"Adams, P R",2044,2002,6.0,0,36,0,0,0.0,0.0,6.0
"Adams, P R",2044,2003,54.0,1,225,6,0,37.5,54.0,4.17
Adeel Raja,3040,2002,12.2,1,81,2,0,40.5,37.0,6.57
Adeel Raja,3040,2003,22.5,0,123,6,1,20.5,22.83,5.39
Adeel Raja,3040,2007,24.5,0,143,1,0,143.0,149.0,5.76
Adeel Raja,3040,2008,8.0,1,19,1,0,19.0,48.0,2.38
Adeel Raja,3040,2010,58.0,3,249,7,0,35.57,49.71,4.29
Adeel Raja,3040,2011,15.0,1,75,0,0,0.0,0.0,5.0
Afif Hossain,4734,2020,2.0,0,12,1,0,12.0,12.0,6.0
Aftab Ahmed,3224,2004,29.0,0,121,6,1,20.17,29.0,4.17
Aftab Ahmed,3224,2005,53.4,0,290,3,0,96.67,107.33,5.4
Aftab Ahmed,3224,2006,19.1,0,105,1,0,105.0,115.0,5.48
Aftab Ahmed,3224,2007,17.2,0,113,2,0,56.5,52.0,6.52
Aftab Ahmed,3224,2008,4.0,0,27,0,0,0.0,0.0,6.75
Aftab Alam,3762,2010,21.0,0,136,2,0,68.0,63.0,6.48
Aftab Alam,3762,2014,17.0,3,74,4,0,18.5,25.5,4.35
Aftab Alam,3762,2015,53.0,2,258,10,0,25.8,31.8,4.87
Aftab Alam,3762,2018,65.3,5,304,11,0,27.64,35.73,4.64
Aftab Alam,3762,2019,53.0,4,261,14,1,18.64,22.71,4.92
Afzaal Haider,3190,2004,17.0,1,104,2,0,52.0,51.0,6.12
Afzaal Haider,3190,2008,13.0,0,123,2,0,61.5,39.0,9.46
"Aga, R G",3223,2004,13.0,0,87,2,0,43.5,39.0,6.69
"Aga, R G",3223,2012,1.0,0,10,0,0,0.0,0.0,10.0
"Aga, R G",3223,2013,40.0,2,156,5,0,31.2,48.0,3.9
"Aga, R G",3223,2014,13.0,0,67,1,0,67.0,78.0,5.15
"Agarkar, A B",2159,1998,268.5,13,1378,58,3,23.76,27.81,5.13
"Agarkar, A B",2159,1999,95.0,3,550,15,0,36.67,38.0,5.79
"Agarkar, A B",2159,2000,251.1,14,1231,34,1,36.21,44.32,4.9
"Agarkar, A B",2159,2001,101.2,4,504,17,1,29.65,35.76,4.97
"Agarkar, A B",2159,2002,193.2,15,1021,38,2,26.87,30.53,5.28
"Agarkar, A B",2159,2003,86.5,9,399,20,1,19.95,26.05,4.6
"Agarkar, A B",2159,2004,111.4,7,570,21,1,27.14,31.9,5.1
"Agarkar, A B",2159,2005,129.4,12,672,29,2,23.17,26.83,5.18
"Agarkar, A B",2159,2006,188.5,11,894,31,0,28.84,36.55,4.73
"Agarkar, A B",2159,2007,154.0,12,802,25,1,32.08,36.96,5.21
"Ahmed, K K",4539,2018,52.0,2,264,11,0,24.0,28.36,5.08
"Ahmed, K K",4539,2019,28.0,0,201,4,0,50.25,42.0,7.18
Ahmed Kamal,2605,1999,5.0,0,39,1,0,39.0,30.0,7.8
Ahmed Raza,4258,2014,33.0,0,133,3,0,44.33,66.0,4.03
Ahmed Raza,4258,2015,20.0,1,78,3,0,26.0,40.0,3.9
Ahmed Raza,4258,2016,20.0,1,74,2,0,37.0,60.0,3.7
Ahmed Raza,4258,2017,60.5,2,225,7,0,32.14,52.14,3.7
Ahmed Raza,4258,2018,87.0,5,404,10,1,40.4,52.2,4.64
Ahmed Raza,4258,2019,30.0,1,97,3,0,32.33,60.0,3.23
Ahmed Raza,4258,2020,27.0,3,88,7,1,12.57,23.14,3.26
Ahmed Shah,3726,2009,1.0,0,12,0,0,0.0,0.0,12.0
Ahmed Shehzad,3675,2011,2.3,0,20,0,0,0.0,0.0,8.0
Ahmed Shehzad,3675,2014,12.4,0,91,1,0,91.0,76.0,7.18
Ahmed Shehzad,3675,2015,4.0,0,29,1,0,29.0,24.0,7.25
Ahsan Malik,3869,2011,28.0,1,115,4,0,28.75,42.0,4.11
Ahsan Malik,3869,2012,10.0,0,40,0,0,0.0,0.0,4.0
Ahsan Malik,3869,2013,26.5,0,178,3,0,59.33,53.67,6.63
Ahsan Malik,3869,2014,13.4,0,75,5,0,15.0,16.4,5.49
"Airee, D S",4809,2018,11.0,2,45,1,0,45.0,66.0,4.09
"Airee, D S",4809,2019,2.0,0,6,0,0,0.0,0.0,3.0
"Airee, D S",4809,2020,6.0,0,28,1,0,28.0,36.0,4.67
"Airee, K S",5775,2020,4.0,0,29,0,0,0.0,0.0,7.25
Aizaz Cheema,3890,2011,54.0,3,270,13,1,20.77,24.92,5.0
Aizaz Cheema,3890,2012,55.4,0,323,10,1,32.3,33.4,5.8
Aizaz Khan,4275,2014,12.0,0,62,1,0,62.0,72.0,5.17
Aizaz Khan,4275,2015,10.3,0,65,1,0,65.0,63.0,6.19
Aizaz Khan,4275,2016,38.0,1,261,8,0,32.63,28.5,6.87
Aizaz Khan,4275,2017,29.4,0,158,2,0,79.0,89.0,5.33
Aizaz Khan,4275,2018,31.1,1,134,4,0,33.5,46.75,4.3
Ajmal Shahzad,3765,2010,32.5,3,151,8,0,18.88,24.63,4.6
Ajmal Shahzad,3765,2011,65.1,2,339,9,0,37.67,43.44,5.2
Akram Khan,2237,1988,7.0,0,34,0,0,0.0,0.0,4.86
Akram Khan,2237,1990,4.0,0,25,0,0,0.0,0.0,6.25
Akram Khan,2237,1997,8.3,0,79,0,0,0.0,0.0,9.29
Akram Raza,1445,1989,40.0,1,161,5,0,32.2,48.0,4.03
Akram Raza,1445,1990,48.0,0,184,5,0,36.8,57.6,3.83
Akram Raza,1445,1991,39.0,0,184,2,0,92.0,117.0,4.72
Akram Raza,1445,1992,8.0,0,42,1,0,42.0,48.0,5.25
Akram Raza,1445,1994,260.3,14,886,22,0,40.27,71.05,3.4
Akram Raza,1445,1995,38.0,0,154,3,0,51.33,76.0,4.05
Alam Talukdar,2607,1990,7.0,0,36,0,0,0.0,0.0,5.14
Al-Amin Hossain,4247,2014,79.3,7,442,17,2,26.0,28.06,5.56
Al-Amin Hossain,4247,2015,21.0,0,81,4,0,20.25,31.5,3.86
Al-Amin Hossain,4247,2020,10.0,0,85,1,0,85.0,60.0,8.5
"Aldridge, G W",3913,2011,19.0,1,98,1,0,98.0,114.0,5.16
"Ali, M M",4271,2014,87.0,1,434,10,0,43.4,52.2,4.99
"Ali, M M",4271,2015,162.4,2,768,23,0,33.39,42.43,4.72
"Ali, M M",4271,2016,133.0,2,705,10,0,70.5,79.8,5.3
"Ali, M M",4271,2017,105.1,2,594,6,0,99.0,105.17,5.65
"Ali, M M",4271,2018,195.5,3,1000,29,1,34.48,40.52,5.11
"Ali, M M",4271,2019,92.0,0,588,6,0,98.0,92.0,6.39
"Ali, M M",4271,2020,10.0,0,42,1,0,42.0,60.0,4.2
"Ali, R W",2608,1996,45.2,3,213,10,0,21.3,27.2,4.7
"Ali, R W",2608,1997,11.0,1,42,1,0,42.0,66.0,3.82
Ali Asad,3201,2004,20.0,2,73,2,0,36.5,60.0,3.65
Ali Khan,5021,2019,5.0,1,23,1,0,23.0,30.0,4.6
"Allan, D I",3891,2011,12.0,0,51,2,0,25.5,36.0,4.25
"Allan, D I",3891,2012,3.0,0,13,0,0,0.0,0.0,4.33
"Allan, D I",3891,2013,3.4,0,16,0,0,0.0,0.0,4.36
"Allen, F A",4826,2018,23.0,0,131,0,0,0.0,0.0,5.7
"Allen, F A",4826,2019,37.0,0,229,4,0,57.25,55.5,6.19
"Allen, F A",4826,2020,6.0,0,37,0,0,0.0,0.0,6.17
"Alleyne, M W",2609,1999,15.0,1,58,3,0,19.33,30.0,3.87
"Alleyne, M W",2609,2000,46.0,0,222,7,0,31.71,39.43,4.83
"Allott, G I",2049,1997,22.0,3,110,5,0,22.0,26.4,5.0
"Allott, G I",2049,1998,17.0,0,91,4,0,22.75,25.5,5.35
"Allott, G I",2049,1999,145.4,12,609,34,4,17.91,25.71,4.18
"Allott, G I",2049,2000,70.0,2,397,9,0,44.11,46.67,5.67
Aman Ali,3571,2008,2.0,0,22,0,0,0.0,0.0,11.0
"Amerasinghe, M K D",3466,2007,7.0,2,31,0,0,0.0,0.0,4.43
"Amerasinghe, M K D",3466,2008,64.0,4,332,9,0,36.89,42.67,5.19
"Amini, C J A",4346,2014,17.0,0,76,1,0,76.0,102.0,4.47
"Amini, C J A",4346,2018,27.0,0,113,6,1,18.83,27.0,4.19
"Amini, C J A",4346,2019,78.0,4,371,8,0,46.38,58.5,4.76
"Amini, C R",4350,2014,18.0,1,79,3,0,26.33,36.0,4.39
Aminul Islam,2236,1988,8.0,0,35,0,0,0.0,0.0,4.38
Aminul Islam,2236,1990,7.3,0,64,0,0,0.0,0.0,8.53
Aminul Islam,2236,1995,2.5,0,26,0,0,0.0,0.0,9.18
Aminul Islam,2236,1997,12.0,0,71,3,0,23.67,24.0,5.92
Aminul Islam,2236,1998,5.0,0,12,0,0,0.0,0.0,2.4
Aminul Islam,2236,1999,29.0,0,170,4,0,42.5,43.5,5.86
Aminul Islam,2236,2000,3.0,0,22,0,0,0.0,0.0,7.33
Aminul Islam Jnr,2611,1999,5.0,1,33,1,0,33.0,30.0,6.6
Amir Hamza,3935,2012,11.0,1,40,2,0,20.0,33.0,3.64
Amir Hamza,3935,2013,34.0,3,107,4,0,26.75,51.0,3.15
Amir Hamza,3935,2014,40.0,3,169,6,0,28.17,40.0,4.23
Amir Hamza,3935,2015,62.5,8,250,13,1,19.23,29.0,3.98
Amir Hamza,3935,2016,29.5,3,107,7,0,15.29,25.57,3.59
Amir Hamza,3935,2017,81.0,4,343,8,0,42.88,60.75,4.23
Amir Hayat,4727,2018,47.0,1,271,5,0,54.2,56.4,5.77
Amir Hayat,4727,2019,27.5,3,111,6,0,18.5,27.83,3.99
Amjad Javed,3554,2008,2.0,0,24,0,0,0.0,0.0,12.0
Amjad Javed,3554,2014,18.0,0,101,2,0,50.5,54.0,5.61
Amjad Javed,3554,2015,48.0,0,313,7,0,44.71,41.14,6.52
Amjad Javed,3554,2016,13.0,1,82,0,0,0.0,0.0,6.31
Amjad Javed,3554,2017,22.0,3,88,0,0,0.0,0.0,4.0
"Anderson, C J",3983,2013,36.5,2,197,8,1,24.63,27.63,5.35
"Anderson, C J",3983,2014,76.3,4,511,17,1,30.06,27.0,6.68
"Anderson, C J",3983,2015,83.1,1,533,25,1,21.32,19.96,6.41
"Anderson, C J",3983,2016,30.0,3,135,5,0,27.0,36.0,4.5
"Anderson, C J",3983,2017,21.0,0,126,5,0,25.2,25.2,6.0
"Anderson, J",4327,2014,5.0,0,20,0,0,0.0,0.0,4.0
"Anderson, J M",3065,2002,24.0,3,117,5,0,23.4,28.8,4.88
"Anderson, J M",3065,2003,202.2,24,924,41,4,22.54,29.61,4.57
"Anderson, J M",3065,2004,90.5,4,463,13,0,35.62,41.92,5.1
"Anderson, J M",3065,2005,35.2,4,179,7,1,25.57,30.29,5.07
"Anderson, J M",3065,2006,82.1,8,431,12,0,35.92,41.08,5.25
"Anderson, J M",3065,2007,245.5,27,1155,39,2,29.62,37.82,4.7
"Anderson, J M",3065,2008,132.0,1,747,10,0,74.7,79.2,5.66
"Anderson, J M",3065,2009,161.3,9,803,34,2,23.62,28.5,4.97
"Anderson, J M",3065,2010,120.0,9,609,18,0,33.83,40.0,5.08
"Anderson, J M",3065,2011,156.2,8,873,25,1,34.92,37.52,5.58
"Anderson, J M",3065,2012,101.4,9,479,18,1,26.61,33.89,4.71
"Anderson, J M",3065,2013,82.5,5,351,23,1,15.26,21.61,4.24
"Anderson, J M",3065,2014,79.0,8,348,12,0,29.0,39.5,4.41
"Anderson, J M",3065,2015,83.3,6,381,12,1,31.75,41.75,4.56
"Angara, J O",2612,1997,6.0,0,34,0,0,0.0,0.0,5.67
"Angara, J O",2612,1998,12.0,1,56,2,0,28.0,36.0,4.67
"Angara, J O",2612,1999,29.0,1,197,3,0,65.67,58.0,6.79
"Angara, J O",2612,2001,10.0,4,30,3,0,10.0,20.0,3.0
"Angara, J O",2612,2002,26.0,2,147,3,0,49.0,52.0,5.65
"Angara, J O",2612,2003,15.0,0,105,3,0,35.0,30.0,7.0
Anisur Rehman,2614,1995,5.0,0,42,0,0,0.0,0.0,8.4
Anisur Rehman,2614,1998,3.0,0,26,0,0,0.0,0.0,8.67
Anshuman Rath,4351,2015,16.1,4,41,5,0,8.2,19.4,2.54
Anshuman Rath,4351,2016,40.0,4,126,9,0,14.0,26.67,3.15
"Anthony, H A G",2615,1995,26.0,0,143,3,0,47.67,52.0,5.5
Anwar Ali,3695,2013,20.4,1,114,3,0,38.0,41.33,5.52
Anwar Ali,3695,2014,41.0,0,228,2,0,114.0,123.0,5.56
Anwar Ali,3695,2015,83.0,0,536,10,0,53.6,49.8,6.46
Anwar Ali,3695,2016,9.5,0,66,3,0,22.0,19.67,6.71
Anwar Hossain Monir,3052,2002,8.0,0,45,0,0,0.0,0.0,5.63
"Aponso, G J A",2616,1996,40.2,0,257,2,0,128.5,121.0,6.37
"Aponso, M A",4580,2016,43.2,1,181,7,1,25.86,37.14,4.18
"Aponso, M A",4580,2017,8.4,0,77,0,0,0.0,0.0,8.88
"Aponso, M A",4580,2018,18.3,0,119,3,0,39.67,37.0,6.43
Aqib Ilyas,4500,2019,23.0,1,80,6,0,13.33,23.0,3.48
Aqib Ilyas,4500,2020,31.0,2,122,10,1,12.2,18.6,3.94
Arafat Sunny,4267,2014,68.5,5,285,16,2,17.81,25.81,4.14
Arafat Sunny,4267,2015,69.3,3,315,8,0,39.38,52.13,4.53
"Archer, J C",4777,2019,122.5,10,569,23,0,24.74,32.04,4.63
Ariful Haque,4735,2018,3.0,0,17,0,0,0.0,0.0,5.67
"Arnold, R P",2098,1997,4.0,0,24,0,0,0.0,0.0,6.0
"Arnold, R P",2098,1999,64.4,2,304,8,0,38.0,48.5,4.7
"Arnold, R P",2098,2000,61.4,2,271,3,0,90.33,123.33,4.39
"Arnold, R P",2098,2001,117.3,3,522,15,0,34.8,47.0,4.44
"Arnold, R P",2098,2002,45.2,0,256,6,0,42.67,45.33,5.65
"Arnold, R P",2098,2003,30.3,0,171,3,0,57.0,61.0,5.61
"Arnold, R P",2098,2004,10.0,1,49,2,0,24.5,30.0,4.9
"Arnold, R P",2098,2005,9.4,0,57,0,0,0.0,0.0,5.9
"Arnold, R P",2098,2006,4.0,0,29,0,0,0.0,0.0,7.25
"Arnold, R P",2098,2007,12.1,0,56,3,0,18.67,24.33,4.6
Arshad Ali,3193,2004,1.0,0,5,1,0,5.0,6.0,5.0
Arshad Ali,3193,2008,16.0,0,100,0,0,0.0,0.0,6.25
Arshad Khan,2121,1993,6.0,0,43,0,0,0.0,0.0,7.17
Arshad Khan,2121,1995,32.5,1,116,2,0,58.0,98.5,3.53
Arshad Khan,2121,1997,27.0,0,126,3,0,42.0,54.0,4.67
Arshad Khan,2121,1998,28.1,1,152,5,0,30.4,33.8,5.4
Arshad Khan,2121,1999,100.0,2,366,9,0,40.67,66.67,3.66
Arshad Khan,2121,2000,201.3,18,824,25,0,32.96,48.36,4.09
Arshad Khan,2121,2005,61.0,5,249,11,1,22.64,33.27,4.08
Arshad Khan,2121,2006,14.0,0,72,1,0,72.0,84.0,5.14
Arshad Laeeq,2617,1994,14.0,0,81,0,0,0.0,0.0,5.79
Arshad Laeeq,2617,1996,19.0,0,117,1,0,117.0,114.0,6.16
Asad Ali,4218,2013,30.0,6,115,2,0,57.5,90.0,3.83
Asad Shafiq,3798,2014,2.0,0,18,0,0,0.0,0.0,9.0
Asghar Afghan,3667,2010,19.2,1,72,2,0,36.0,58.0,3.72
Asghar Afghan,3667,2011,2.0,0,12,0,0,0.0,0.0,6.0
Asghar Afghan,3667,2015,0.5,0,6,0,0,0.0,0.0,7.2
Asghar Afghan,3667,2018,1.0,0,1,1,0,1.0,6.0,1.0
Ashfaq Ahmed,1994,1994,17.0,2,84,0,0,0.0,0.0,4.94
Ashfaq Ahmed,4721,2018,16.1,0,63,1,0,63.0,97.0,3.9
Ashfaq Ahmed,4721,2019,21.0,1,122,3,0,40.67,42.0,5.81
"Ashwin, R",3788,2010,66.0,3,325,14,0,23.21,28.29,4.92
"Ashwin, R",3788,2011,155.1,3,731,25,0,29.24,37.24,4.71
"Ashwin, R",3788,2012,146.0,5,686,17,0,40.35,51.53,4.7
"Ashwin, R",3788,2013,259.5,6,1353,40,0,33.83,38.98,5.21
"Ashwin, R",3788,2014,161.5,8,768,23,0,33.39,42.22,4.75
"Ashwin, R",3788,2015,120.4,9,516,21,1,24.57,34.48,4.28
"Ashwin, R",3788,2016,19.0,0,128,2,0,64.0,57.0,6.74
"Ashwin, R",3788,2017,75.0,1,430,8,0,53.75,56.25,5.73
Asif Ali,4747,2019,0.5,0,9,0,0,0.0,0.0,10.8
Asif Iqbal,4490,2015,4.0,0,32,0,0,0.0,0.0,8.0
Asif Masood,1101,1973,8.0,1,28,0,0,0.0,0.0,2.63
Asif Masood,1101,1974,17.0,4,40,2,0,20.0,51.0,2.35
Asif Masood,1101,1975,30.0,3,128,2,0,64.0,90.0,4.27
Asif Masood,1101,1976,7.0,0,38,1,0,38.0,56.0,4.07
Asif Mujtaba,1231,1986,5.0,1,14,0,0,0.0,0.0,2.8
Asif Mujtaba,1231,1987,11.0,0,76,0,0,0.0,0.0,6.91
Asif Mujtaba,1231,1992,28.0,0,185,0,0,0.0,0.0,6.61
Asif Mujtaba,1231,1993,77.0,1,356,7,0,50.86,66.0,4.62
Asif Mujtaba,1231,1996,5.0,0,27,0,0,0.0,0.0,5.4
Asim Butt,2620,1999,37.0,6,148,4,0,37.0,55.5,4.0
Asim Saeed,3192,2004,9.0,2,40,1,0,40.0,54.0,4.44
"Astle, N J",2046,1995,63.4,1,317,7,0,45.29,54.57,4.98
"Astle, N J",2046,1996,136.4,10,565,16,0,35.31,51.25,4.13
"Astle, N J",2046,1997,98.5,3,416,21,1,19.81,28.24,4.21
"Astle, N J",2046,1998,76.3,3,369,6,0,61.5,76.5,4.82
"Astle, N J",2046,1999,105.3,3,509,14,0,36.36,45.21,4.82
"Astle, N J",2046,2000,132.0,5,680,14,0,48.57,56.57,5.15
"Astle, N J",2046,2001,70.0,2,291,8,0,36.38,52.5,4.16
"Astle, N J",2046,2002,31.2,0,172,5,0,34.4,37.6,5.49
"Astle, N J",2046,2003,21.0,1,94,4,0,23.5,31.5,4.48
"Astle, N J",2046,2005,44.1,0,253,1,0,253.0,265.0,5.73
"Astle, N J",2046,2006,20.0,0,99,3,0,33.0,40.0,4.95
"Astle, N J",2046,2007,8.4,0,44,0,0,0.0,0.0,5.08
"Astle, T D",3978,2017,16.0,1,71,4,0,17.75,24.0,4.44
"Astle, T D",3978,2018,12.0,0,79,3,0,26.33,24.0,6.58
"Astle, T D",3978,2019,17.0,0,96,3,0,32.0,34.0,5.65
Ata-Ur-Rehman,1799,1992,20.0,0,76,0,0,0.0,0.0,3.8
Ata-Ur-Rehman,1799,1993,84.0,4,397,6,0,66.17,84.0,4.73
Ata-Ur-Rehman,1799,1994,91.5,3,415,11,0,37.73,50.09,4.52
Ata-Ur-Rehman,1799,1995,20.0,0,92,4,0,23.0,30.0,4.6
Ata-Ur-Rehman,1799,1996,32.5,0,206,6,0,34.33,32.83,6.27
Athar Ali Khan,2621,1988,15.0,0,83,1,0,83.0,90.0,5.53
Athar Ali Khan,2621,1990,10.0,1,47,1,0,47.0,60.0,4.7
Athar Ali Khan,2621,1995,12.0,0,60,1,0,60.0,72.0,5.0
Athar Ali Khan,2621,1997,18.0,0,113,0,0,0.0,0.0,6.28
Athar Ali Khan,2621,1998,15.0,0,62,3,0,20.67,30.0,4.13
"Austin, I D",2622,1998,37.3,1,179,3,0,59.67,75.0,4.77
"Austin, I D",2622,1999,41.4,1,181,3,0,60.33,83.33,4.34
Azhar Ali,3816,2012,8.0,0,41,0,0,0.0,0.0,5.13
Azhar Ali,3816,2015,20.0,0,113,2,0,56.5,60.0,5.65
Azhar Ali,3816,2016,15.0,0,106,2,0,53.0,45.0,7.07
Azhar Hossain,2623,1988,17.5,0,74,3,0,24.67,35.67,4.15
