Name,ID,Year,Overs,Matches,Runs,Wickets,4W,Average,StrikeRate,EconomyRate
"Southee, T G",3542,2015,154.0,9,929,28,1,33.18,33.0,6.03
"Southee, T G",3542,2016,96.2,7,509,14,0,36.36,41.29,5.28
"Southee, T G",3542,2017,125.2,5,737,17,0,43.35,44.24,5.88
"Southee, T G",3542,2018,100.4,7,524,11,0,47.64,54.91,5.21
"Southee, T G",3542,2019,40.1,1,285,9,1,31.67,26.78,7.1
"Southee, T G",3542,2020,29.0,2,185,4,0,46.25,43.5,6.38
"Spearman, C M",2042,1996,0.3,0,6,0,0,0.0,0.0,12.0
"Sran, B B",4512,2016,50.2,2,269,7,0,38.43,43.14,5.34
"Sreesanth, S",3327,2005,31.4,2,195,4,0,48.75,47.5,6.16
"Sreesanth, S",3327,2006,146.5,8,802,25,2,32.08,35.24,5.46
"Sreesanth, S",3327,2007,102.0,4,627,21,0,29.86,29.14,6.15
"Sreesanth, S",3327,2008,40.2,0,232,9,0,25.78,26.89,5.75
"Sreesanth, S",3327,2010,78.5,2,547,16,1,34.19,29.56,6.94
"Sreesanth, S",3327,2011,13.0,0,105,0,0,0.0,0.0,8.08
"Srikkanth, K",1664,1983,2.0,0,27,0,0,0.0,0.0,13.5
"Srikkanth, K",1664,1986,2.0,0,11,0,0,0.0,0.0,5.5
"Srikkanth, K",1664,1987,1.3,0,16,2,0,8.0,4.5,10.67
"Srikkanth, K",1664,1988,55.3,1,233,19,2,12.26,17.53,4.2
"Srikkanth, K",1664,1989,37.3,2,229,4,0,57.25,56.25,6.11
"Srikkanth, K",1664,1990,5.0,0,19,0,0,0.0,0.0,3.8
"Srikkanth, K",1664,1991,10.0,0,70,0,0,0.0,0.0,7.0
"Srikkanth, K",1664,1992,5.1,0,36,0,0,0.0,0.0,6.97
"Srinath, J",1665,1991,99.0,4,430,14,0,30.71,42.43,4.34
"Srinath, J",1665,1992,153.4,16,625,20,0,31.25,46.1,4.07
"Srinath, J",1665,1993,154.0,10,647,34,2,19.03,27.18,4.2
"Srinath, J",1665,1994,187.5,15,828,33,0,25.09,34.15,4.41
"Srinath, J",1665,1995,103.3,10,447,17,1,26.29,36.53,4.32
"Srinath, J",1665,1996,295.2,17,1313,33,1,39.79,53.7,4.45
"Srinath, J",1665,1997,120.0,10,463,15,0,30.87,48.0,3.86
"Srinath, J",1665,1998,174.5,11,815,37,1,22.03,28.35,4.66
"Srinath, J",1665,1999,245.0,21,1120,34,0,32.94,43.24,4.57
"Srinath, J",1665,2000,96.0,2,535,15,2,35.67,38.4,5.57
"Srinath, J",1665,2001,93.3,4,474,16,0,29.63,35.06,5.07
"Srinath, J",1665,2002,129.0,6,637,20,1,31.85,38.7,4.94
"Srinath, J",1665,2003,137.3,11,513,27,2,19.0,30.56,3.73
"Sriram, S",2893,2000,35.0,0,194,5,0,38.8,42.0,5.54
"Sriram, S",2893,2004,19.0,1,80,4,0,20.0,28.5,4.21
"Stackpole, K R",1669,1971,8.0,0,40,3,0,13.33,21.33,3.75
"Stackpole, K R",1669,1972,2.1,0,14,0,0,0.0,0.0,6.46
"Stander, J H",3656,2009,25.0,2,166,6,0,27.67,25.0,6.64
"Stanger, I M",2894,1999,9.0,0,56,0,0,0.0,0.0,6.22
"Stanlake, B",4626,2017,13.0,1,68,1,0,68.0,78.0,5.23
"Stanlake, B",4626,2018,36.0,2,207,6,0,34.5,36.0,5.75
"Stanlake, B",4626,2019,10.0,0,49,0,0,0.0,0.0,4.9
"Staple, R W",3215,2004,10.0,0,76,2,0,38.0,30.0,7.6
"Starc, M A",3830,2010,17.5,0,78,4,1,19.5,26.75,4.37
"Starc, M A",3830,2012,72.4,3,383,18,3,21.28,24.22,5.27
"Starc, M A",3830,2013,55.1,3,276,15,2,18.4,22.07,5.0
"Starc, M A",3830,2014,74.0,8,365,12,1,30.42,37.0,4.93
"Starc, M A",3830,2015,144.4,6,667,41,4,16.27,21.17,4.61
"Starc, M A",3830,2016,113.5,7,512,26,0,19.69,26.27,4.5
"Starc, M A",3830,2017,81.4,5,417,18,2,23.17,27.22,5.11
"Starc, M A",3830,2018,67.0,2,411,11,1,37.36,36.55,6.13
"Starc, M A",3830,2019,92.2,5,502,27,4,18.59,20.52,5.44
"Starc, M A",3830,2020,55.3,0,345,6,0,57.5,55.5,6.22
"Stead, M P",2895,1979,4.5,0,24,0,0,0.0,0.0,4.97
"Steede, R D",3381,2006,22.0,1,131,1,0,131.0,132.0,5.95
"Steede, R D",3381,2007,16.0,0,70,2,0,35.0,48.0,4.38
"Steede, R D",3381,2008,14.0,0,56,2,0,28.0,42.0,4.0
"Steele, D S",1675,1976,1.0,0,9,0,0,0.0,0.0,9.0
"Stelling, W F",3410,2006,52.0,2,311,10,0,31.1,31.2,5.98
"Stelling, W F",3410,2007,64.3,8,256,12,0,21.33,32.25,3.97
"Stevenson, C A H",5761,2019,31.0,1,149,9,0,16.56,20.67,4.81
"Stevenson, C A H",5761,2020,17.0,3,87,3,0,29.0,34.0,5.12
"Stevenson, G B",1679,1980,17.4,1,86,5,1,17.2,21.2,4.87
"Stevenson, G B",1679,1981,14.2,2,39,2,0,19.5,43.0,2.72
"Steyn, D W",3242,2005,10.1,2,42,2,0,21.0,30.5,4.13
"Steyn, D W",3242,2006,8.0,0,90,1,0,90.0,48.0,11.25
"Steyn, D W",3242,2007,32.0,1,180,8,0,22.5,24.0,5.63
"Steyn, D W",3242,2008,92.5,7,470,14,1,33.57,39.79,5.06
"Steyn, D W",3242,2009,139.2,10,709,26,2,27.27,32.15,5.09
"Steyn, D W",3242,2010,71.0,3,413,10,0,41.3,42.6,5.82
"Steyn, D W",3242,2011,110.3,6,483,25,1,19.32,26.52,4.37
"Steyn, D W",3242,2012,73.4,6,321,10,0,32.1,44.2,4.36
"Steyn, D W",3242,2013,117.0,16,428,27,2,15.85,26.0,3.66
"Steyn, D W",3242,2014,115.1,7,584,22,1,26.55,31.41,5.07
"Steyn, D W",3242,2015,164.1,10,819,30,0,27.3,32.83,4.99
"Steyn, D W",3242,2016,36.2,0,254,5,0,50.8,43.6,6.99
"Steyn, D W",3242,2018,42.3,3,142,12,0,11.83,21.25,3.34
"Steyn, D W",3242,2019,30.0,0,152,4,0,38.0,45.0,5.07
"Stirling, D A",1683,1984,41.0,2,207,6,0,34.5,41.0,5.05
"Stirling, P R",3586,2010,67.5,0,306,10,1,30.6,40.7,4.51
"Stirling, P R",3586,2011,71.0,0,327,6,0,54.5,71.0,4.61
"Stirling, P R",3586,2012,17.2,1,59,4,0,14.75,26.0,3.4
"Stirling, P R",3586,2013,34.0,1,177,5,0,35.4,40.8,5.21
"Stirling, P R",3586,2014,18.0,3,81,2,0,40.5,54.0,4.5
"Stirling, P R",3586,2015,80.3,2,353,3,0,117.67,161.0,4.39
"Stirling, P R",3586,2016,36.0,0,209,2,0,104.5,108.0,5.81
"Stirling, P R",3586,2017,51.0,1,273,7,1,39.0,43.71,5.35
"Stirling, P R",3586,2018,9.0,0,56,1,0,56.0,54.0,6.22
"Stirling, P R",3586,2019,14.0,0,61,3,0,20.33,28.0,4.36
"Stoinis, M P",4389,2015,4.0,0,17,0,0,0.0,0.0,4.25
"Stoinis, M P",4389,2017,49.5,0,286,5,0,57.2,59.8,5.74
"Stoinis, M P",4389,2018,75.1,1,478,13,0,36.77,34.69,6.36
"Stoinis, M P",4389,2019,106.4,1,665,15,0,44.33,42.67,6.23
"Stokes, B A",3883,2013,39.0,1,220,6,1,36.67,39.0,5.64
"Stokes, B A",3883,2014,76.0,1,493,14,1,35.21,32.57,6.49
"Stokes, B A",3883,2015,61.0,0,383,12,0,31.92,30.5,6.28
"Stokes, B A",3883,2016,69.2,1,377,7,0,53.86,59.43,5.44
"Stokes, B A",3883,2017,85.1,2,552,14,0,39.43,36.5,6.48
"Stokes, B A",3883,2018,61.0,0,361,5,0,72.2,73.2,5.92
"Stokes, B A",3883,2019,93.5,2,534,12,0,44.5,46.92,5.69
"Stone, O P",4819,2018,16.0,0,97,1,0,97.0,96.0,6.06
"Stott, L W",2897,1979,12.0,1,48,3,0,16.0,24.0,4.0
"Strang, B C",2017,1995,35.0,2,124,7,1,17.71,30.0,3.54
"Strang, B C",2017,1996,46.2,2,223,3,0,74.33,92.67,4.81
"Strang, B C",2017,1997,53.0,5,229,13,1,17.62,24.46,4.32
"Strang, B C",2017,1999,10.0,1,36,2,0,18.0,30.0,3.6
"Strang, B C",2017,2000,153.0,17,596,9,0,66.22,102.0,3.9
"Strang, B C",2017,2001,118.2,13,510,12,0,42.5,59.17,4.31
"Strang, P A",2005,1994,29.0,3,111,3,0,37.0,58.0,3.83
"Strang, P A",2005,1995,53.0,0,239,6,0,39.83,53.0,4.51
"Strang, P A",2005,1996,126.0,7,610,18,2,33.89,42.0,4.84
"Strang, P A",2005,1997,188.1,12,668,23,0,29.04,49.09,3.55
"Strang, P A",2005,1998,147.0,7,658,22,1,29.91,40.09,4.48
"Strang, P A",2005,1999,84.3,5,370,11,1,33.64,46.09,4.38
"Strang, P A",2005,2000,68.3,1,350,9,0,38.89,45.67,5.11
"Strang, P A",2005,2001,29.0,0,167,4,0,41.75,43.5,5.76
"Strauss, A J",3148,2004,1.0,0,3,0,0,0.0,0.0,3.0
"Streak, H H",1986,1993,55.0,8,243,8,0,30.38,41.25,4.42
"Streak, H H",1986,1994,56.1,4,256,8,1,32.0,42.13,4.56
"Streak, H H",1986,1995,42.0,7,162,9,1,18.0,28.0,3.86
"Streak, H H",1986,1996,110.0,11,446,12,0,37.17,55.0,4.05
"Streak, H H",1986,1997,118.0,8,497,21,2,23.67,33.71,4.21
"Streak, H H",1986,1998,205.2,6,1020,27,0,37.78,45.63,4.97
"Streak, H H",1986,1999,87.0,7,374,15,0,24.93,34.8,4.3
"Streak, H H",1986,2000,260.3,11,1212,35,0,34.63,44.66,4.65
"Streak, H H",1986,2001,252.3,22,1148,42,2,27.33,36.07,4.55
"Streak, H H",1986,2002,62.0,0,340,6,0,56.67,62.0,5.48
"Streak, H H",1986,2003,182.4,15,776,29,1,26.76,37.79,4.25
"Streak, H H",1986,2004,100.5,11,419,22,1,19.05,27.5,4.16
"Streak, H H",1986,2005,46.0,3,236,5,0,47.2,55.2,5.13
"Strydom, G M",3344,2006,11.0,0,61,1,0,61.0,66.0,5.55
"Strydom, P C",2207,2000,42.0,0,206,2,0,103.0,126.0,4.9
"Strydom, R",3539,2008,8.0,0,63,1,0,63.0,48.0,7.88
"Stuart, A M",2898,1997,30.0,2,109,8,1,13.63,22.5,3.63
"Stuart, C E L",2256,2001,43.0,3,205,8,1,25.63,32.25,4.77
"Styris, S B",2899,1999,45.3,2,220,5,0,44.0,54.6,4.84
"Styris, S B",2899,2000,160.5,4,817,17,1,48.06,56.76,5.08
"Styris, S B",2899,2001,29.0,1,141,5,0,28.2,34.8,4.86
"Styris, S B",2899,2002,87.0,1,460,18,2,25.56,29.0,5.29
"Styris, S B",2899,2003,136.3,13,585,23,0,25.43,35.61,4.29
"Styris, S B",2899,2004,129.4,10,557,23,0,24.22,33.83,4.3
"Styris, S B",2899,2005,90.0,2,380,12,1,31.67,45.0,4.22
"Styris, S B",2899,2006,36.0,1,205,3,0,68.33,72.0,5.69
"Styris, S B",2899,2007,116.0,3,577,11,1,52.45,63.27,4.97
"Styris, S B",2899,2008,55.0,1,266,5,0,53.2,66.0,4.84
"Styris, S B",2899,2009,4.0,0,23,3,0,7.67,8.0,5.75
"Styris, S B",2899,2010,73.5,1,345,3,0,115.0,147.67,4.67
"Styris, S B",2899,2011,55.4,0,263,9,0,29.22,37.11,4.72
"Su'A, M L",1693,1992,32.0,1,147,3,0,49.0,64.0,4.59
"Su'A, M L",1693,1994,32.1,4,150,5,1,30.0,38.6,4.66
"Su'A, M L",1693,1995,13.0,1,70,1,0,70.0,78.0,5.38
Subashis Roy,4619,2016,10.0,1,45,1,0,45.0,60.0,4.5
Suhrawadi Shuvo,3771,2010,90.0,5,381,8,0,47.63,67.5,4.23
Suhrawadi Shuvo,3771,2011,37.0,2,191,6,0,31.83,37.0,5.16
"Suji, A O",2901,1996,10.2,2,54,1,0,54.0,62.0,5.23
"Suji, A O",2901,1997,23.0,0,100,2,0,50.0,69.0,4.35
"Suji, A O",2901,1999,51.0,5,240,4,0,60.0,76.5,4.71
"Suji, A O",2901,2000,10.0,0,56,1,0,56.0,60.0,5.6
"Suji, A O",2901,2001,31.3,1,204,2,0,102.0,94.5,6.48
"Suji, A O",2901,2002,20.0,0,92,0,0,0.0,0.0,4.6
"Suji, A O",2901,2003,31.0,0,199,5,0,39.8,37.2,6.42
"Suji, A O",2901,2004,3.0,0,25,0,0,0.0,0.0,8.33
"Suji, A O",2901,2006,21.0,3,144,4,0,36.0,31.5,6.86
"Suji, A O",2901,2007,3.0,0,15,0,0,0.0,0.0,5.0
"Suji, A O",2901,2008,12.0,1,46,2,0,23.0,36.0,3.83
"Suji, M A",2902,1996,70.0,4,361,6,0,60.17,70.0,5.16
"Suji, M A",2902,1997,36.0,3,145,5,1,29.0,43.2,4.03
"Suji, M A",2902,1998,32.0,1,137,3,0,45.67,64.0,4.28
"Suji, M A",2902,1999,96.0,8,430,8,0,53.75,72.0,4.48
"Suji, M A",2902,2000,10.0,2,30,0,0,0.0,0.0,3.0
"Suji, M A",2902,2001,57.0,5,311,5,0,62.2,68.4,5.46
"Suji, M A",2902,2002,73.0,11,258,6,0,43.0,73.0,3.53
"Suji, M A",2902,2003,78.0,11,304,8,0,38.0,58.5,3.9
"Suji, M A",2902,2004,18.0,2,79,2,0,39.5,54.0,4.39
"Suji, M A",2902,2006,22.0,1,135,0,0,0.0,0.0,6.14
Sultan Ahmed,4680,2019,12.0,0,58,0,0,0.0,0.0,4.83
Sultan Zarawani,2903,1994,7.0,0,48,1,0,48.0,42.0,6.86
Sultan Zarawani,2903,1996,37.0,0,209,4,0,52.25,55.5,5.65
"Sulzberger, G P",2904,2000,22.0,0,102,3,0,34.0,44.0,4.64
Sunzamul Islam,4688,2017,5.0,0,22,2,0,11.0,15.0,4.4
Sunzamul Islam,4688,2018,20.0,0,57,3,0,19.0,40.0,2.85
"Swann, G P",2906,2000,5.0,0,24,0,0,0.0,0.0,4.8
"Swann, G P",2906,2007,40.0,5,156,7,1,22.29,34.29,3.9
"Swann, G P",2906,2008,63.0,2,331,11,0,30.09,34.36,5.25
"Swann, G P",2906,2009,86.0,2,402,13,1,30.92,39.69,4.67
"Swann, G P",2906,2010,123.0,1,523,28,2,18.68,26.36,4.25
"Swann, G P",2906,2011,192.0,11,853,31,0,27.52,37.16,4.44
"Swann, G P",2906,2012,67.0,4,290,8,0,36.25,50.25,4.33
"Swann, G P",2906,2013,58.5,0,309,6,0,51.5,58.83,5.25
"Swart, M R",3867,2011,15.0,0,73,0,0,0.0,0.0,4.87
"Swart, M R",3867,2012,12.0,0,74,1,0,74.0,72.0,6.17
"Swart, M R",3867,2013,19.0,0,87,2,0,43.5,57.0,4.58
"Swart, M R",3867,2014,15.0,0,72,0,0,0.0,0.0,4.8
Syed Maqsood,3197,2004,11.0,0,84,1,0,84.0,66.0,7.64
Syed Rasel,3323,2005,25.0,1,120,3,0,40.0,50.0,4.8
Syed Rasel,3323,2006,130.3,18,534,23,1,23.22,34.04,4.09
Syed Rasel,3323,2007,119.0,16,485,18,0,26.94,39.67,4.08
Syed Rasel,3323,2008,63.0,4,309,6,0,51.5,63.0,4.9
Syed Rasel,3323,2009,60.5,2,332,9,0,36.89,40.56,5.46
Syed Rasel,3323,2010,44.3,0,271,2,0,135.5,133.5,6.09
"Symcox, P L",1706,1993,66.0,3,230,10,0,23.0,39.6,3.48
"Symcox, P L",1706,1994,25.0,1,124,1,0,124.0,150.0,4.96
"Symcox, P L",1706,1995,38.0,2,91,3,0,30.33,76.0,2.39
"Symcox, P L",1706,1996,202.0,6,800,23,0,34.78,52.7,3.96
"Symcox, P L",1706,1997,135.0,4,633,17,1,37.24,47.65,4.69
"Symcox, P L",1706,1998,154.0,4,661,17,0,38.88,54.35,4.29
"Symcox, P L",1706,1999,45.1,5,223,1,0,223.0,271.0,4.94
"Symonds, A",2907,1998,2.0,0,14,0,0,0.0,0.0,7.0
"Symonds, A",2907,1999,41.3,0,220,7,0,31.43,35.57,5.3
"Symonds, A",2907,2000,80.5,2,369,16,1,23.06,30.31,4.56
"Symonds, A",2907,2001,112.0,3,570,17,1,33.53,39.53,5.09
"Symonds, A",2907,2002,35.0,0,159,3,0,53.0,70.0,4.54
"Symonds, A",2907,2003,123.0,4,613,14,0,43.79,52.71,4.98
"Symonds, A",2907,2004,177.5,10,847,20,0,42.35,53.35,4.76
"Symonds, A",2907,2005,172.0,6,829,21,1,39.48,49.14,4.82
"Symonds, A",2907,2006,133.2,2,736,20,0,36.8,40.0,5.52
"Symonds, A",2907,2007,70.5,2,380,6,0,63.33,70.83,5.36
"Symonds, A",2907,2008,22.5,0,124,5,0,24.8,27.4,5.43
"Symonds, A",2907,2009,18.0,1,94,4,0,23.5,27.0,5.22
"Synman, G",3076,2003,48.0,0,281,6,0,46.83,48.0,5.85
Tahir Naqqash,1249,1980,8.0,1,37,0,0,0.0,0.0,4.63
Tahir Naqqash,1249,1981,25.0,0,133,1,0,133.0,150.0,5.32
Tahir Naqqash,1249,1982,76.0,2,328,5,0,65.6,91.2,4.32
Tahir Naqqash,1249,1983,25.0,2,122,2,0,61.0,75.0,4.88
Tahir Naqqash,1249,1984,31.0,4,181,4,0,45.25,46.5,5.84
Tahir Naqqash,1249,1985,101.0,6,439,22,0,19.95,27.55,4.35
"Taibu, T",2975,2004,14.0,1,61,2,0,30.5,42.0,4.36
Taijul Islam,4324,2014,7.0,2,11,4,1,2.75,10.5,1.57
Taijul Islam,4324,2015,10.0,0,58,0,0,0.0,0.0,5.8
Taijul Islam,4324,2016,20.0,0,82,1,0,82.0,120.0,4.1
Taijul Islam,4324,2019,20.0,3,69,1,0,69.0,120.0,3.45
Taijul Islam,4324,2020,28.0,2,117,6,0,19.5,28.0,4.18
"Tait, A R",2908,1998,9.0,0,46,2,0,23.0,27.0,5.11
"Tait, A R",2908,1999,11.0,0,42,1,0,42.0,66.0,3.82
"Tait, S W",3319,2007,141.3,3,774,33,1,23.45,25.73,5.47
"Tait, S W",3319,2009,38.3,1,187,5,0,37.4,46.2,4.86
"Tait, S W",3319,2010,25.3,3,99,8,1,12.38,19.13,3.88
"Tait, S W",3319,2011,75.5,4,401,16,0,25.06,28.44,5.29
Talha Jubair,3023,2002,24.0,2,185,6,1,30.83,24.0,7.71
Talha Jubair,3023,2003,10.0,0,70,0,0,0.0,0.0,7.0
Tamim Iqbal,3461,2008,0.1,0,6,0,0,0.0,0.0,36.0
Tamim Iqbal,3461,2010,0.5,0,7,0,0,0.0,0.0,8.4
Tanbir Hayder,4620,2016,10.0,0,67,0,0,0.0,0.0,6.7
Tanveer Ahmed,4534,2016,16.0,1,86,2,0,43.0,48.0,5.38
Tanveer Ahmed,4534,2017,15.1,0,89,2,0,44.5,45.5,5.87
Tanveer Ahmed,4534,2018,7.0,0,33,1,0,33.0,42.0,4.71
Tanvir Ahmed,3837,2011,10.0,0,83,2,0,41.5,30.0,8.3
Tanvir Mehdi,2909,1992,11.0,0,72,1,0,72.0,66.0,6.55
Tanwir Afzal,4281,2014,31.0,2,122,5,0,24.4,37.2,3.94
Tanwir Afzal,4281,2015,20.0,3,76,4,0,19.0,30.0,3.8
Tanwir Afzal,4281,2016,39.0,3,187,6,0,31.17,39.0,4.79
Tanwir Afzal,4281,2017,16.0,1,63,3,0,21.0,32.0,3.94
Tanwir Afzal,4281,2018,36.0,5,153,1,0,153.0,216.0,4.25
Tapash Baisya,3032,2002,72.0,3,407,10,0,40.7,43.2,5.65
Tapash Baisya,3032,2003,118.5,2,687,15,1,45.8,47.53,5.78
Tapash Baisya,3032,2004,142.0,9,702,23,1,30.52,37.04,4.94
Tapash Baisya,3032,2005,65.0,3,428,8,0,53.5,48.75,6.58
Tapash Baisya,3032,2006,5.0,0,43,0,0,0.0,0.0,8.6
Tapash Baisya,3032,2007,31.5,1,185,3,0,61.67,63.67,5.81
Tareq Aziz,3010,2002,28.3,5,126,4,0,31.5,42.75,4.42
Tareq Aziz,3010,2003,11.0,0,81,0,0,0.0,0.0,7.36
Tareq Aziz,3010,2004,38.0,2,217,9,0,24.11,25.33,5.71
Taskin Ahmed,4299,2014,23.0,1,89,7,1,12.71,19.71,3.87
Taskin Ahmed,4299,2015,79.0,3,475,14,0,33.93,33.86,6.01
Taskin Ahmed,4299,2016,68.4,1,409,14,1,29.21,29.43,5.96
Taskin Ahmed,4299,2017,64.5,1,428,10,1,42.8,38.9,6.6
Taufeeq Umar,2982,2002,11.0,0,77,1,0,77.0,66.0,7.0
Taufeeq Umar,2982,2005,1.0,0,8,0,0,0.0,0.0,8.0
"Tavare, C J",1720,1982,2.0,0,3,0,0,0.0,0.0,1.5
"Taylor, B R",1723,1973,19.0,4,62,4,0,15.5,28.5,3.26
"Taylor, B R M",3169,2004,23.0,0,147,3,0,49.0,46.0,6.39
"Taylor, B R M",3169,2005,12.0,0,77,5,0,15.4,14.4,6.42
"Taylor, B R M",3169,2010,28.0,0,159,1,0,159.0,168.0,5.68
"Taylor, B R M",3169,2011,3.0,0,23,0,0,0.0,0.0,7.67
"Taylor, J E",3122,2003,10.0,0,39,2,0,19.5,30.0,3.9
"Taylor, J E",3122,2006,197.2,11,956,39,2,24.51,30.36,4.84
"Taylor, J E",3122,2007,129.5,6,611,19,1,32.16,41.0,4.71
"Taylor, J E",3122,2008,125.2,10,564,22,1,25.64,34.18,4.5
"Taylor, J E",3122,2009,49.1,4,272,10,0,27.2,29.5,5.53
"Taylor, J E",3122,2010,35.0,0,187,6,0,31.17,35.0,5.34
"Taylor, J E",3122,2014,29.0,1,181,5,0,36.2,34.8,6.24
"Taylor, J E",3122,2015,91.5,2,580,21,0,27.62,26.24,6.32
"Taylor, J E",3122,2016,23.0,0,159,2,0,79.5,69.0,6.91
"Taylor, J E",3122,2017,33.0,1,231,2,0,115.5,99.0,7.0
"Taylor, J P",1729,1993,3.0,0,20,0,0,0.0,0.0,6.67
"Taylor, L B",1731,1986,14.0,3,47,0,0,0.0,0.0,3.36
"Taylor, L R P L",3348,2007,3.0,0,18,0,0,0.0,0.0,6.0
"Taylor, L R P L",3348,2008,2.0,0,14,0,0,0.0,0.0,7.0
"Taylor, L R P L",3348,2010,2.0,0,3,0,0,0.0,0.0,1.5
"Taylor, M A",1732,1992,3.0,0,20,0,0,0.0,0.0,6.67
"Taylor, P L",1733,1987,104.1,5,480,14,0,34.29,44.64,4.61
"Taylor, P L",1733,1988,130.0,5,563,19,1,29.63,41.05,4.33
"Taylor, P L",1733,1989,73.0,5,313,13,0,24.08,33.69,4.29
"Taylor, P L",1733,1990,157.2,10,582,23,0,25.3,41.04,3.7
"Taylor, P L",1733,1991,107.0,6,472,18,0,26.22,35.67,4.41
"Taylor, P L",1733,1992,84.4,2,330,10,0,33.0,50.8,3.9
"Taylor, R M L",4013,2013,46.5,3,229,7,0,32.71,40.14,4.89
"Taylor, R M L",4013,2014,33.0,2,173,8,0,21.63,24.75,5.24
"Taylor, R M L",4013,2015,31.0,0,177,3,0,59.0,62.0,5.71
"Taylor, R M L",4013,2016,8.0,0,38,2,0,19.0,24.0,4.75
"Taylor, S R",4953,2019,38.1,4,170,8,1,21.25,28.63,4.45
"Taylor, S R",4953,2020,12.0,0,72,1,0,72.0,72.0,6.0
"Telemachus, R",2911,1998,43.4,3,174,12,1,14.5,21.83,3.98
"Telemachus, R",2911,2000,127.0,17,584,17,0,34.35,44.82,4.6
"Telemachus, R",2911,2001,50.0,1,218,8,0,27.25,37.5,4.36
"Telemachus, R",2911,2002,63.0,0,376,12,0,31.33,31.5,5.97
"Telemachus, R",2911,2006,36.0,2,213,7,0,30.43,30.86,5.92
"ten Doeschate, R N",3407,2006,46.0,2,247,7,0,35.29,39.43,5.37
"ten Doeschate, R N",3407,2007,83.3,5,407,23,2,17.7,21.78,4.87
"ten Doeschate, R N",3407,2008,16.0,1,59,5,0,11.8,19.2,3.69
"ten Doeschate, R N",3407,2009,43.5,6,205,9,1,22.78,29.22,4.68
"ten Doeschate, R N",3407,2010,22.0,2,87,4,0,21.75,33.0,3.95
"ten Doeschate, R N",3407,2011,52.0,2,322,7,0,46.0,44.57,6.19
"Tendulkar, S R",1735,1990,12.0,0,64,2,0,32.0,36.0,5.33
"Tendulkar, S R",1735,1991,47.5,1,200,6,1,33.33,47.83,4.18
"Tendulkar, S R",1735,1992,97.0,3,412,4,0,103.0,145.5,4.25
"Tendulkar, S R",1735,1993,45.2,4,200,4,0,50.0,68.0,4.41
"Tendulkar, S R",1735,1994,127.0,4,629,14,0,44.93,54.43,4.95
"Tendulkar, S R",1735,1995,48.0,0,249,4,0,62.25,72.0,5.19
"Tendulkar, S R",1735,1996,137.3,1,725,9,0,80.56,91.67,5.27
"Tendulkar, S R",1735,1997,82.4,1,434,6,0,72.33,82.67,5.25
"Tendulkar, S R",1735,1998,124.1,2,636,24,2,26.5,31.04,5.12
"Tendulkar, S R",1735,1999,34.3,0,178,5,0,35.6,41.4,5.16
"Tendulkar, S R",1735,2000,170.0,2,835,20,1,41.75,51.0,4.91
"Tendulkar, S R",1735,2001,43.0,1,230,5,0,46.0,51.6,5.35
"Tendulkar, S R",1735,2002,66.5,0,363,7,0,51.86,57.29,5.43
"Tendulkar, S R",1735,2003,39.0,0,202,3,0,67.33,78.0,5.18
"Tendulkar, S R",1735,2004,80.0,3,461,19,1,24.26,25.26,5.76
"Tendulkar, S R",1735,2005,44.0,1,252,8,1,31.5,33.0,5.73
"Tendulkar, S R",1735,2006,46.0,1,216,3,0,72.0,92.0,4.7
"Tendulkar, S R",1735,2007,86.0,0,488,11,0,44.36,46.91,5.67
"Tendulkar, S R",1735,2008,4.0,0,21,0,0,0.0,0.0,5.25
"Tendulkar, S R",1735,2009,1.5,0,22,0,0,0.0,0.0,12.0
"Tendulkar, S R",1735,2011,4.0,0,21,0,0,0.0,0.0,5.25
"Tendulkar, S R",1735,2012,1.4,0,12,0,0,0.0,0.0,7.2
"Terbrugge, D J",2153,2000,21.0,2,105,4,1,26.25,31.5,5.0
"Thakur, S N",4393,2017,13.0,0,74,1,0,74.0,78.0,5.69
"Thakur, S N",4393,2018,22.5,0,144,5,1,28.8,27.4,6.31
"Thakur, S N",4393,2019,18.0,0,121,2,0,60.5,54.0,6.72
"Thakur, S N",4393,2020,33.1,1,270,4,0,67.5,49.75,8.14
"Theron, J",3824,2010,32.2,0,173,12,1,14.42,16.17,5.35
"Theron, J",3824,2019,36.2,2,206,5,0,41.2,43.6,5.67
"Theron, J",3824,2020,30.0,3,142,6,0,23.67,30.0,4.73
"Thirimanne, H D R L",3749,2012,4.1,0,25,1,0,25.0,25.0,6.0
"Thirimanne, H D R L",3749,2013,4.1,0,16,0,0,0.0,0.0,3.84
"Thirimanne, H D R L",3749,2015,9.0,0,53,2,0,26.5,27.0,5.89
"Thomas, D C",3718,2009,1.1,0,11,2,0,5.5,3.5,9.43
"Thomas, J G",1740,1986,15.0,2,85,1,0,85.0,90.0,5.67
"Thomas, J G",1740,1987,11.0,0,59,2,0,29.5,33.0,5.36
"Thomas, O R",4822,2018,28.0,0,204,6,0,34.0,28.0,7.29
"Thomas, O R",4822,2019,91.2,1,621,18,2,34.5,30.44,6.8
"Thomas, O R",4822,2020,9.1,0,41,3,0,13.67,18.33,4.47
"Thompson, E P",3652,2009,4.0,0,42,0,0,0.0,0.0,10.5
"Thompson, G J",3540,2008,12.0,0,73,1,0,73.0,72.0,6.08
"Thompson, P I C",2051,1997,19.0,2,110,2,0,55.0,57.0,5.79
